"fecha","Country","Purpose","Count"
2006-06-01,"Canada","Education",183
2006-07-01,"Canada","Education",791
2006-08-01,"Canada","Education",187
2006-09-01,"Canada","Education",263
2006-10-01,"Canada","Education",183
2006-11-01,"Canada","Education",242
2006-12-01,"Canada","Education",189
2007-01-01,"Canada","Education",1180
2007-02-01,"Canada","Education",1070
2007-03-01,"Canada","Education",212
2007-04-01,"Canada","Education",484
2007-05-01,"Canada","Education",136
2007-06-01,"Canada","Education",192
2007-07-01,"Canada","Education",892
2007-08-01,"Canada","Education",201
2007-09-01,"Canada","Education",308
2007-10-01,"Canada","Education",234
2007-11-01,"Canada","Education",135
2007-12-01,"Canada","Education",208
2008-01-01,"Canada","Education",974
2008-02-01,"Canada","Education",1327
2008-03-01,"Canada","Education",377
2008-04-01,"Canada","Education",171
2008-05-01,"Canada","Education",186
2008-06-01,"Canada","Education",238
2008-07-01,"Canada","Education",1072
2008-08-01,"Canada","Education",151
2008-09-01,"Canada","Education",166
2008-10-01,"Canada","Education",217
2008-11-01,"Canada","Education",140
2008-12-01,"Canada","Education",266
2009-01-01,"Canada","Education",1006
2009-02-01,"Canada","Education",1318
2009-03-01,"Canada","Education",401
2009-04-01,"Canada","Education",306
2009-05-01,"Canada","Education",158
2009-06-01,"Canada","Education",280
2009-07-01,"Canada","Education",1054
2009-08-01,"Canada","Education",240
2009-09-01,"Canada","Education",228
2009-10-01,"Canada","Education",363
2009-11-01,"Canada","Education",172
2009-12-01,"Canada","Education",269
2010-01-01,"Canada","Education",991
2010-02-01,"Canada","Education",1106
2010-03-01,"Canada","Education",261
2010-04-01,"Canada","Education",448
2010-05-01,"Canada","Education",287
2010-06-01,"Canada","Education",233
2010-07-01,"Canada","Education",988
2010-08-01,"Canada","Education",154
2010-09-01,"Canada","Education",261
2010-10-01,"Canada","Education",244
2010-11-01,"Canada","Education",165
2010-12-01,"Canada","Education",260
2011-01-01,"Canada","Education",885
2011-02-01,"Canada","Education",1436
2011-03-01,"Canada","Education",254
2011-04-01,"Canada","Education",201
2011-05-01,"Canada","Education",279
2011-06-01,"Canada","Education",222
2011-07-01,"Canada","Education",852
2011-08-01,"Canada","Education",173
2011-09-01,"Canada","Education",265
2011-10-01,"Canada","Education",252
2011-11-01,"Canada","Education",127
2011-12-01,"Canada","Education",266
2012-01-01,"Canada","Education",1095
2012-02-01,"Canada","Education",1088
2012-03-01,"Canada","Education",365
2012-04-01,"Canada","Education",384
2012-05-01,"Canada","Education",286
2012-06-01,"Canada","Education",282
2012-07-01,"Canada","Education",1070
2012-08-01,"Canada","Education",312
2012-09-01,"Canada","Education",284
2012-10-01,"Canada","Education",248
2012-11-01,"Canada","Education",213
2012-12-01,"Canada","Education",343
2013-01-01,"Canada","Education",1156
2013-02-01,"Canada","Education",1325
2013-03-01,"Canada","Education",176
2013-04-01,"Canada","Education",511
2013-05-01,"Canada","Education",351
2013-06-01,"Canada","Education",317
2013-07-01,"Canada","Education",975
2013-08-01,"Canada","Education",326
2013-09-01,"Canada","Education",198
2013-10-01,"Canada","Education",236
2013-11-01,"Canada","Education",155
2013-12-01,"Canada","Education",190
2014-01-01,"Canada","Education",893
2014-02-01,"Canada","Education",1123
2014-03-01,"Canada","Education",327
2014-04-01,"Canada","Education",325
2014-05-01,"Canada","Education",150
2014-06-01,"Canada","Education",285
2014-07-01,"Canada","Education",972
2014-08-01,"Canada","Education",225
2014-09-01,"Canada","Education",381
2014-10-01,"Canada","Education",316
2014-11-01,"Canada","Education",171
2014-12-01,"Canada","Education",228
2015-01-01,"Canada","Education",953
2015-02-01,"Canada","Education",1250
2015-03-01,"Canada","Education",324
2015-04-01,"Canada","Education",396
2015-05-01,"Canada","Education",326
2015-06-01,"Canada","Education",528
2015-07-01,"Canada","Education",973
2015-08-01,"Canada","Education",301
2015-09-01,"Canada","Education",319
2015-10-01,"Canada","Education",200
2015-11-01,"Canada","Education",387
2015-12-01,"Canada","Education",362
2016-01-01,"Canada","Education",965
2016-02-01,"Canada","Education",1221
2016-03-01,"Canada","Education",233
2016-04-01,"Canada","Education",291
2016-05-01,"Canada","Education",321
2016-06-01,"Canada","Education",464
2016-07-01,"Canada","Education",943
2016-08-01,"Canada","Education",306
2016-09-01,"Canada","Education",422
2016-10-01,"Canada","Education",442
2016-11-01,"Canada","Education",240
2016-12-01,"Canada","Education",412
2017-01-01,"Canada","Education",945
2017-02-01,"Canada","Education",1604
2017-03-01,"Canada","Education",309
2017-04-01,"Canada","Education",470
2017-05-01,"Canada","Education",236
2017-06-01,"Canada","Education",460
2017-07-01,"Canada","Education",830
2017-08-01,"Canada","Education",166
2017-09-01,"Canada","Education",280
2017-10-01,"Canada","Education",255
2017-11-01,"Canada","Education",138
2017-12-01,"Canada","Education",199
2018-01-01,"Canada","Education",945
2018-02-01,"Canada","Education",1264
2018-03-01,"Canada","Education",283
2018-04-01,"Canada","Education",419
2018-05-01,"Canada","Education",274
2018-06-01,"Canada","Education",391
2018-07-01,"Canada","Education",788
2018-08-01,"Canada","Education",180
2018-09-01,"Canada","Education",281
2018-10-01,"Canada","Education",253
2018-11-01,"Canada","Education",160
2018-12-01,"Canada","Education",249
2019-01-01,"Canada","Education",1113
2019-02-01,"Canada","Education",877
2019-03-01,"Canada","Education",225
2019-04-01,"Canada","Education",225
2019-05-01,"Canada","Education",335
2019-06-01,"Canada","Education",448
2019-07-01,"Canada","Education",499
2019-08-01,"Canada","Education",245
2019-09-01,"Canada","Education",300
2019-10-01,"Canada","Education",194
2019-11-01,"Canada","Education",111
2019-12-01,"Canada","Education",268
2020-01-01,"Canada","Education",974
2020-02-01,"Canada","Education",1155
2005-01-01,"Canada","Employment",456
2005-02-01,"Canada","Employment",222
2005-03-01,"Canada","Employment",161
2005-04-01,"Canada","Employment",180
2005-05-01,"Canada","Employment",160
2005-06-01,"Canada","Employment",136
2005-07-01,"Canada","Employment",150
2005-08-01,"Canada","Employment",219
2005-09-01,"Canada","Employment",295
2005-10-01,"Canada","Employment",233
2005-11-01,"Canada","Employment",274
2005-12-01,"Canada","Employment",289
2006-01-01,"Canada","Employment",562
2006-02-01,"Canada","Employment",378
2006-03-01,"Canada","Employment",309
2006-04-01,"Canada","Employment",237
2006-05-01,"Canada","Employment",304
2006-06-01,"Canada","Employment",171
2006-07-01,"Canada","Employment",270
2006-08-01,"Canada","Employment",207
2006-09-01,"Canada","Employment",286
2006-10-01,"Canada","Employment",307
2006-11-01,"Canada","Employment",454
2006-12-01,"Canada","Employment",490
2007-01-01,"Canada","Employment",642
2007-02-01,"Canada","Employment",501
2007-03-01,"Canada","Employment",406
2007-04-01,"Canada","Employment",340
2007-05-01,"Canada","Employment",311
2007-06-01,"Canada","Employment",202
2007-07-01,"Canada","Employment",399
2007-08-01,"Canada","Employment",348
2007-09-01,"Canada","Employment",413
2007-10-01,"Canada","Employment",500
2007-11-01,"Canada","Employment",345
2007-12-01,"Canada","Employment",456
2008-01-01,"Canada","Employment",723
2008-02-01,"Canada","Employment",611
2008-03-01,"Canada","Employment",620
2008-04-01,"Canada","Employment",409
2008-05-01,"Canada","Employment",398
2008-06-01,"Canada","Employment",408
2008-07-01,"Canada","Employment",411
2008-08-01,"Canada","Employment",339
2008-09-01,"Canada","Employment",414
2008-10-01,"Canada","Employment",473
2008-11-01,"Canada","Employment",556
2008-12-01,"Canada","Employment",544
2009-01-01,"Canada","Employment",747
2009-02-01,"Canada","Employment",696
2009-03-01,"Canada","Employment",421
2009-04-01,"Canada","Employment",361
2009-05-01,"Canada","Employment",408
2009-06-01,"Canada","Employment",378
2009-07-01,"Canada","Employment",399
2009-08-01,"Canada","Employment",296
2009-09-01,"Canada","Employment",420
2009-10-01,"Canada","Employment",566
2009-11-01,"Canada","Employment",471
2009-12-01,"Canada","Employment",416
2010-01-01,"Canada","Employment",717
2010-02-01,"Canada","Employment",516
2010-03-01,"Canada","Employment",500
2010-04-01,"Canada","Employment",315
2010-05-01,"Canada","Employment",368
2010-06-01,"Canada","Employment",367
2010-07-01,"Canada","Employment",402
2010-08-01,"Canada","Employment",358
2010-09-01,"Canada","Employment",483
2010-10-01,"Canada","Employment",388
2010-11-01,"Canada","Employment",507
2010-12-01,"Canada","Employment",428
2011-01-01,"Canada","Employment",733
2011-02-01,"Canada","Employment",562
2011-03-01,"Canada","Employment",466
2011-04-01,"Canada","Employment",403
2011-05-01,"Canada","Employment",441
2011-06-01,"Canada","Employment",330
2011-07-01,"Canada","Employment",470
2011-08-01,"Canada","Employment",403
2011-09-01,"Canada","Employment",447
2011-10-01,"Canada","Employment",606
2011-11-01,"Canada","Employment",356
2011-12-01,"Canada","Employment",430
2012-01-01,"Canada","Employment",818
2012-02-01,"Canada","Employment",547
2012-03-01,"Canada","Employment",368
2012-04-01,"Canada","Employment",458
2012-05-01,"Canada","Employment",389
2012-06-01,"Canada","Employment",440
2012-07-01,"Canada","Employment",542
2012-08-01,"Canada","Employment",381
2012-09-01,"Canada","Employment",334
2012-10-01,"Canada","Employment",481
2012-11-01,"Canada","Employment",390
2012-12-01,"Canada","Employment",439
2013-01-01,"Canada","Employment",788
2013-02-01,"Canada","Employment",555
2013-03-01,"Canada","Employment",531
2013-04-01,"Canada","Employment",614
2013-05-01,"Canada","Employment",459
2013-06-01,"Canada","Employment",483
2013-07-01,"Canada","Employment",469
2013-08-01,"Canada","Employment",336
2013-09-01,"Canada","Employment",610
2013-10-01,"Canada","Employment",548
2013-11-01,"Canada","Employment",478
2013-12-01,"Canada","Employment",488
2014-01-01,"Canada","Employment",953
2014-02-01,"Canada","Employment",493
2014-03-01,"Canada","Employment",436
2014-04-01,"Canada","Employment",418
2014-05-01,"Canada","Employment",392
2014-06-01,"Canada","Employment",421
2014-07-01,"Canada","Employment",465
2014-08-01,"Canada","Employment",392
2014-09-01,"Canada","Employment",467
2014-10-01,"Canada","Employment",723
2014-11-01,"Canada","Employment",812
2014-12-01,"Canada","Employment",664
2015-01-01,"Canada","Employment",875
2015-02-01,"Canada","Employment",816
2015-03-01,"Canada","Employment",603
2015-04-01,"Canada","Employment",554
2015-05-01,"Canada","Employment",412
2015-06-01,"Canada","Employment",447
2015-07-01,"Canada","Employment",424
2015-08-01,"Canada","Employment",542
2015-09-01,"Canada","Employment",502
2015-10-01,"Canada","Employment",507
2015-11-01,"Canada","Employment",676
2015-12-01,"Canada","Employment",535
2016-01-01,"Canada","Employment",850
2016-02-01,"Canada","Employment",550
2016-03-01,"Canada","Employment",530
2016-04-01,"Canada","Employment",405
2016-05-01,"Canada","Employment",296
2016-06-01,"Canada","Employment",360
2016-07-01,"Canada","Employment",543
2016-08-01,"Canada","Employment",434
2016-09-01,"Canada","Employment",604
2016-10-01,"Canada","Employment",764
2016-11-01,"Canada","Employment",458
2016-12-01,"Canada","Employment",785
2017-01-01,"Canada","Employment",920
2017-02-01,"Canada","Employment",943
2017-03-01,"Canada","Employment",520
2017-04-01,"Canada","Employment",385
2017-05-01,"Canada","Employment",364
2017-06-01,"Canada","Employment",348
2017-07-01,"Canada","Employment",322
2017-08-01,"Canada","Employment",348
2017-09-01,"Canada","Employment",408
2017-10-01,"Canada","Employment",367
2017-11-01,"Canada","Employment",585
2017-12-01,"Canada","Employment",442
2018-01-01,"Canada","Employment",697
2018-02-01,"Canada","Employment",318
2018-03-01,"Canada","Employment",351
2018-04-01,"Canada","Employment",298
2018-05-01,"Canada","Employment",239
2018-06-01,"Canada","Employment",261
2018-07-01,"Canada","Employment",399
2018-08-01,"Canada","Employment",267
2018-09-01,"Canada","Employment",381
2018-10-01,"Canada","Employment",446
2018-11-01,"Canada","Employment",427
2018-12-01,"Canada","Employment",373
2019-01-01,"Canada","Employment",601
2019-02-01,"Canada","Employment",455
2019-03-01,"Canada","Employment",286
2019-04-01,"Canada","Employment",337
2019-05-01,"Canada","Employment",339
2019-06-01,"Canada","Employment",279
2019-07-01,"Canada","Employment",244
2019-08-01,"Canada","Employment",342
2019-09-01,"Canada","Employment",504
2019-10-01,"Canada","Employment",386
2019-11-01,"Canada","Employment",489
2019-12-01,"Canada","Employment",306
2020-01-01,"Canada","Employment",611
2020-02-01,"Canada","Employment",353
2005-01-01,"Canada","Holiday",6632
2005-02-01,"Canada","Holiday",5751
2005-03-01,"Canada","Holiday",5104
2005-04-01,"Canada","Holiday",2887
2005-05-01,"Canada","Holiday",2219
2005-06-01,"Canada","Holiday",1899
2005-07-01,"Canada","Holiday",2770
2005-08-01,"Canada","Holiday",2402
2005-09-01,"Canada","Holiday",2510
2005-10-01,"Canada","Holiday",3674
2005-11-01,"Canada","Holiday",4450
2005-12-01,"Canada","Holiday",5485
2006-01-01,"Canada","Holiday",6834
2006-02-01,"Canada","Holiday",6392
2006-03-01,"Canada","Holiday",5905
2006-04-01,"Canada","Holiday",3695
2006-05-01,"Canada","Holiday",2609
2006-06-01,"Canada","Holiday",1958
2006-07-01,"Canada","Holiday",2996
2006-08-01,"Canada","Holiday",2301
2006-09-01,"Canada","Holiday",2811
2006-10-01,"Canada","Holiday",3897
2006-11-01,"Canada","Holiday",5208
2006-12-01,"Canada","Holiday",5061
2007-01-01,"Canada","Holiday",5899
2007-02-01,"Canada","Holiday",6251
2007-03-01,"Canada","Holiday",5849
2007-04-01,"Canada","Holiday",3608
2007-05-01,"Canada","Holiday",2285
2007-06-01,"Canada","Holiday",1720
2007-07-01,"Canada","Holiday",3345
2007-08-01,"Canada","Holiday",2730
2007-09-01,"Canada","Holiday",4023
2007-10-01,"Canada","Holiday",4396
2007-11-01,"Canada","Holiday",4750
2007-12-01,"Canada","Holiday",7281
2008-01-01,"Canada","Holiday",7105
2008-02-01,"Canada","Holiday",8411
2008-03-01,"Canada","Holiday",5921
2008-04-01,"Canada","Holiday",3741
2008-05-01,"Canada","Holiday",2831
2008-06-01,"Canada","Holiday",2245
2008-07-01,"Canada","Holiday",3735
2008-08-01,"Canada","Holiday",2765
2008-09-01,"Canada","Holiday",3301
2008-10-01,"Canada","Holiday",4660
2008-11-01,"Canada","Holiday",5617
2008-12-01,"Canada","Holiday",6442
2009-01-01,"Canada","Holiday",6129
2009-02-01,"Canada","Holiday",7316
2009-03-01,"Canada","Holiday",5649
2009-04-01,"Canada","Holiday",3358
2009-05-01,"Canada","Holiday",2380
2009-06-01,"Canada","Holiday",2233
2009-07-01,"Canada","Holiday",3526
2009-08-01,"Canada","Holiday",2785
2009-09-01,"Canada","Holiday",3370
2009-10-01,"Canada","Holiday",6948
2009-11-01,"Canada","Holiday",5113
2009-12-01,"Canada","Holiday",6787
2010-01-01,"Canada","Holiday",6398
2010-02-01,"Canada","Holiday",6851
2010-03-01,"Canada","Holiday",5995
2010-04-01,"Canada","Holiday",3281
2010-05-01,"Canada","Holiday",3093
2010-06-01,"Canada","Holiday",2482
2010-07-01,"Canada","Holiday",3065
2010-08-01,"Canada","Holiday",2751
2010-09-01,"Canada","Holiday",3255
2010-10-01,"Canada","Holiday",4546
2010-11-01,"Canada","Holiday",4739
2010-12-01,"Canada","Holiday",6453
2011-01-01,"Canada","Holiday",5736
2011-02-01,"Canada","Holiday",6658
2011-03-01,"Canada","Holiday",5500
2011-04-01,"Canada","Holiday",3311
2011-05-01,"Canada","Holiday",2374
2011-06-01,"Canada","Holiday",2337
2011-07-01,"Canada","Holiday",2838
2011-08-01,"Canada","Holiday",2591
2011-09-01,"Canada","Holiday",3125
2011-10-01,"Canada","Holiday",4238
2011-11-01,"Canada","Holiday",5050
2011-12-01,"Canada","Holiday",6625
2012-01-01,"Canada","Holiday",6015
2012-02-01,"Canada","Holiday",7022
2012-03-01,"Canada","Holiday",5685
2012-04-01,"Canada","Holiday",3845
2012-05-01,"Canada","Holiday",2618
2012-06-01,"Canada","Holiday",2342
2012-07-01,"Canada","Holiday",3374
2012-08-01,"Canada","Holiday",2599
2012-09-01,"Canada","Holiday",3245
2012-10-01,"Canada","Holiday",4356
2012-11-01,"Canada","Holiday",5391
2012-12-01,"Canada","Holiday",6277
2013-01-01,"Canada","Holiday",6244
2013-02-01,"Canada","Holiday",6472
2013-03-01,"Canada","Holiday",5710
2013-04-01,"Canada","Holiday",3353
2013-05-01,"Canada","Holiday",2461
2013-06-01,"Canada","Holiday",2082
2013-07-01,"Canada","Holiday",3184
2013-08-01,"Canada","Holiday",2857
2013-09-01,"Canada","Holiday",3442
2013-10-01,"Canada","Holiday",5839
2013-11-01,"Canada","Holiday",6132
2013-12-01,"Canada","Holiday",5494
2014-01-01,"Canada","Holiday",5860
2014-02-01,"Canada","Holiday",7627
2014-03-01,"Canada","Holiday",6109
2014-04-01,"Canada","Holiday",4237
2014-05-01,"Canada","Holiday",2681
2014-06-01,"Canada","Holiday",2148
2014-07-01,"Canada","Holiday",3676
2014-08-01,"Canada","Holiday",2274
2014-09-01,"Canada","Holiday",2771
2014-10-01,"Canada","Holiday",4785
2014-11-01,"Canada","Holiday",6029
2014-12-01,"Canada","Holiday",6023
2015-01-01,"Canada","Holiday",5601
2015-02-01,"Canada","Holiday",7105
2015-03-01,"Canada","Holiday",6968
2015-04-01,"Canada","Holiday",3815
2015-05-01,"Canada","Holiday",2402
2015-06-01,"Canada","Holiday",2517
2015-07-01,"Canada","Holiday",2518
2015-08-01,"Canada","Holiday",2130
2015-09-01,"Canada","Holiday",3001
2015-10-01,"Canada","Holiday",5965
2015-11-01,"Canada","Holiday",5908
2015-12-01,"Canada","Holiday",6512
2016-01-01,"Canada","Holiday",6845
2016-02-01,"Canada","Holiday",8823
2016-03-01,"Canada","Holiday",7807
2016-04-01,"Canada","Holiday",4188
2016-05-01,"Canada","Holiday",3287
2016-06-01,"Canada","Holiday",2542
2016-07-01,"Canada","Holiday",3420
2016-08-01,"Canada","Holiday",3139
2016-09-01,"Canada","Holiday",3628
2016-10-01,"Canada","Holiday",6640
2016-11-01,"Canada","Holiday",8091
2016-12-01,"Canada","Holiday",7539
2017-01-01,"Canada","Holiday",7631
2017-02-01,"Canada","Holiday",10237
2017-03-01,"Canada","Holiday",9719
2017-04-01,"Canada","Holiday",5958
2017-05-01,"Canada","Holiday",3161
2017-06-01,"Canada","Holiday",2878
2017-07-01,"Canada","Holiday",3615
2017-08-01,"Canada","Holiday",3429
2017-09-01,"Canada","Holiday",3288
2017-10-01,"Canada","Holiday",5748
2017-11-01,"Canada","Holiday",8836
2017-12-01,"Canada","Holiday",7967
2018-01-01,"Canada","Holiday",9202
2018-02-01,"Canada","Holiday",11045
2018-03-01,"Canada","Holiday",9753
2018-04-01,"Canada","Holiday",5976
2018-05-01,"Canada","Holiday",3162
2018-06-01,"Canada","Holiday",2222
2018-07-01,"Canada","Holiday",3257
2018-08-01,"Canada","Holiday",3568
2018-09-01,"Canada","Holiday",4272
2018-10-01,"Canada","Holiday",7167
2018-11-01,"Canada","Holiday",8806
2018-12-01,"Canada","Holiday",10905
2019-01-01,"Canada","Holiday",9662
2019-02-01,"Canada","Holiday",12711
2019-03-01,"Canada","Holiday",11017
2019-04-01,"Canada","Holiday",6307
2019-05-01,"Canada","Holiday",3813
2019-06-01,"Canada","Holiday",2774
2019-07-01,"Canada","Holiday",4160
2019-08-01,"Canada","Holiday",3894
2019-09-01,"Canada","Holiday",3887
2019-10-01,"Canada","Holiday",6370
2019-11-01,"Canada","Holiday",8857
2019-12-01,"Canada","Holiday",10061
2020-01-01,"Canada","Holiday",9123
2020-02-01,"Canada","Holiday",11543
2005-01-01,"Canada","Other",564
2005-02-01,"Canada","Other",273
2005-03-01,"Canada","Other",230
2005-04-01,"Canada","Other",326
2005-05-01,"Canada","Other",244
2005-06-01,"Canada","Other",174
2005-07-01,"Canada","Other",383
2005-08-01,"Canada","Other",221
2005-09-01,"Canada","Other",467
2005-10-01,"Canada","Other",333
2005-11-01,"Canada","Other",286
2005-12-01,"Canada","Other",276
2006-01-01,"Canada","Other",554
2006-02-01,"Canada","Other",466
2006-03-01,"Canada","Other",824
2006-04-01,"Canada","Other",215
2006-05-01,"Canada","Other",371
2006-06-01,"Canada","Other",180
2006-07-01,"Canada","Other",390
2006-08-01,"Canada","Other",264
2006-09-01,"Canada","Other",236
2006-10-01,"Canada","Other",223
2006-11-01,"Canada","Other",421
2006-12-01,"Canada","Other",358
2007-01-01,"Canada","Other",599
2007-02-01,"Canada","Other",334
2007-03-01,"Canada","Other",721
2007-04-01,"Canada","Other",282
2007-05-01,"Canada","Other",279
2007-06-01,"Canada","Other",211
2007-07-01,"Canada","Other",464
2007-08-01,"Canada","Other",231
2007-09-01,"Canada","Other",527
2007-10-01,"Canada","Other",348
2007-11-01,"Canada","Other",218
2007-12-01,"Canada","Other",396
2008-01-01,"Canada","Other",554
2008-02-01,"Canada","Other",441
2008-03-01,"Canada","Other",521
