"fecha","Barrels"
1994-11-21,7.431
1994-11-28,7.593
1994-12-05,8.229
1994-12-12,7.933
1994-12-19,8.278
1994-12-26,7.718
1995-01-02,7.134
1995-01-09,7.534
1995-01-16,7.26
1995-01-23,6.976
1995-01-30,7.267
1995-02-06,7.132
1995-02-13,7.398
1995-02-20,7.67
1995-02-27,7.194
1995-03-06,7.548
1995-03-13,7.834
1995-03-20,7.797
1995-03-27,8.195
1995-04-03,7.588
1995-04-10,7.543
1995-04-17,8.156
1995-04-24,7.731
1995-05-01,7.539
1995-05-08,8.052
1995-05-15,8.183
1995-05-22,7.797
1995-05-29,8.46
1995-06-05,8.055
1995-06-12,7.971
1995-06-19,8.489
1995-06-26,8.238
1995-07-03,7.996
1995-07-10,7.866
1995-07-17,8.483
1995-07-24,8.213
1995-07-31,8.402
1995-08-07,7.628
1995-08-14,8.411
1995-08-21,8.206
1995-08-28,7.825
1995-09-04,8.078
1995-09-11,8.249
1995-09-18,7.821
1995-09-25,7.257
1995-10-02,8.106
1995-10-09,7.879
1995-10-16,7.712
1995-10-23,8.103
1995-10-30,7.449
1995-11-06,8.477
1995-11-13,8.021
1995-11-20,7.84
1995-11-27,7.439
1995-12-04,7.949
1995-12-11,7.489
1995-12-18,8.115
1995-12-25,7.035
1996-01-01,7.958
1996-01-08,7.513
1996-01-15,6.949
1996-01-22,7.393
1996-01-29,7.513
1996-02-05,7.52
1996-02-12,7.868
1996-02-19,7.826
1996-02-26,7.338
1996-03-04,7.877
1996-03-11,7.757
1996-03-18,7.9
1996-03-25,7.568
1996-04-01,7.28
1996-04-08,7.804
1996-04-15,7.433
1996-04-22,8.079
1996-04-29,7.592
1996-05-06,8.267
1996-05-13,7.512
1996-05-20,8.08
1996-05-27,7.836
1996-06-03,7.946
1996-06-10,7.957
1996-06-17,7.956
1996-06-24,8.563
1996-07-01,8.015
1996-07-08,7.968
1996-07-15,8.152
1996-07-22,8.067
1996-07-29,8.279
1996-08-05,7.722
1996-08-12,7.818
1996-08-19,8.364
1996-08-26,8.369
1996-09-02,7.843
1996-09-09,7.537
1996-09-16,8
1996-09-23,7.619
1996-09-30,7.935
1996-10-07,7.637
1996-10-14,7.958
1996-10-21,7.991
1996-10-28,7.682
1996-11-04,7.804
1996-11-11,8.073
1996-11-18,7.883
1996-11-25,7.37
1996-12-02,7.706
1996-12-09,8.355
1996-12-16,8.051
1996-12-23,7.74
1996-12-30,7.122
1997-01-06,7.44
1997-01-13,7.408
1997-01-20,7.265
1997-01-27,7.125
1997-02-03,7.013
1997-02-10,7.53
1997-02-17,8.011
1997-02-24,7.779
1997-03-03,7.417
1997-03-10,8.125
1997-03-17,7.729
1997-03-24,7.492
1997-03-31,8.115
1997-04-07,7.791
1997-04-14,7.914
1997-04-21,7.922
1997-04-28,8.224
1997-05-05,7.765
1997-05-12,8.253
1997-05-19,8.088
1997-05-26,8.154
1997-06-02,7.59
1997-06-09,8.009
1997-06-16,8.557
1997-06-23,8.234
1997-06-30,8.489
1997-07-07,8.606
1997-07-14,8.595
1997-07-21,8.6
1997-07-28,8.29
1997-08-04,8.253
1997-08-11,8.539
1997-08-18,7.922
1997-08-25,8.695
1997-09-01,8.053
1997-09-08,8.215
1997-09-15,7.746
1997-09-22,8.14
1997-09-29,8.379
1997-10-06,8.221
1997-10-13,8.315
1997-10-20,7.741
1997-10-27,8.355
1997-11-03,8.025
1997-11-10,7.793
1997-11-17,8.043
1997-11-24,7.578
1997-12-01,8.437
1997-12-08,7.955
1997-12-15,8.151
1997-12-22,8.201
1997-12-29,7.832
1998-01-05,7.673
1998-01-12,7.779
1998-01-19,7.94
1998-01-26,7.67
1998-02-02,7.673
1998-02-09,8.201
1998-02-16,8.005
1998-02-23,7.662
1998-03-02,7.744
1998-03-09,8.103
1998-03-16,7.753
1998-03-23,7.996
1998-03-30,8.992
1998-04-06,8.031
1998-04-13,8.303
1998-04-20,8.118
1998-04-27,8.19
1998-05-04,7.503
1998-05-11,8.524
1998-05-18,8.337
1998-05-25,8.205
1998-06-01,8.312
1998-06-08,8.103
1998-06-15,8.16
1998-06-22,8.644
1998-06-29,8.755
1998-07-06,8.234
1998-07-13,8.749
1998-07-20,8.125
1998-07-27,8.997
1998-08-03,8.317
1998-08-10,8.981
1998-08-17,8.288
1998-08-24,8.607
1998-08-31,8.713
1998-09-07,8.722
1998-09-14,7.873
1998-09-21,8.359
1998-09-28,8.058
1998-10-05,8.797
1998-10-12,8.049
1998-10-19,8.099
1998-10-26,8.36
1998-11-02,8.195
1998-11-09,7.711
1998-11-16,8.381
1998-11-23,8.313
1998-11-30,8.162
1998-12-07,8.314
1998-12-14,8.588
1998-12-21,8.153
1998-12-28,8.519
1999-01-04,7.385
1999-01-11,7.81
1999-01-18,8.186
1999-01-25,7.866
1999-02-01,7.532
1999-02-08,8.756
1999-02-15,7.948
1999-02-22,8.316
1999-03-01,8.273
1999-03-08,8.451
1999-03-15,8.367
1999-03-22,8.337
1999-03-29,7.959
1999-04-05,7.878
1999-04-12,8.066
1999-04-19,8.923
1999-04-26,7.825
1999-05-03,8.059
1999-05-10,8.761
1999-05-17,8.275
1999-05-24,8.401
1999-05-31,8.193
1999-06-07,8.827
1999-06-14,8.522
1999-06-21,9.045
1999-06-28,9.076
1999-07-05,8.679
1999-07-12,8.622
1999-07-19,8.639
1999-07-26,8.537
1999-08-02,8.644
1999-08-09,8.519
1999-08-16,8.415
1999-08-23,8.81
1999-08-30,8.778
1999-09-06,8.593
1999-09-13,8.504
1999-09-20,8.865
1999-09-27,8.557
1999-10-04,8.433
1999-10-11,8.406
1999-10-18,8.521
1999-10-25,8.532
1999-11-01,8.333
1999-11-08,8.416
1999-11-15,8.404
1999-11-22,8.416
1999-11-29,7.67
1999-12-06,8.557
1999-12-13,8.638
1999-12-20,8.59
1999-12-27,8.851
2000-01-03,7.907
2000-01-10,7.543
2000-01-17,7.919
2000-01-24,8.385
2000-01-31,7.642
2000-02-07,8.375
2000-02-14,8.524
2000-02-21,8.072
2000-02-28,7.608
2000-03-06,8.662
2000-03-13,8.201
2000-03-20,8.384
2000-03-27,7.896
2000-04-03,8.655
2000-04-10,8.557
2000-04-17,8.616
2000-04-24,8.302
2000-05-01,8.679
2000-05-08,8.242
2000-05-15,8.408
2000-05-22,9.075
2000-05-29,8.863
2000-06-05,8.403
2000-06-12,8.895
2000-06-19,8.475
2000-06-26,8.62
2000-07-03,8.519
2000-07-10,8.844
2000-07-17,8.361
2000-07-24,8.614
2000-07-31,8.759
2000-08-07,8.813
2000-08-14,8.786
2000-08-21,8.96
2000-08-28,8.644
2000-09-04,8.573
2000-09-11,8.814
2000-09-18,8.153
2000-09-25,7.819
2000-10-02,8.34
2000-10-09,8.663
2000-10-16,8.604
2000-10-23,8.942
2000-10-30,8.78
2000-11-06,8.216
2000-11-13,8.419
2000-11-20,8.063
2000-11-27,8.233
2000-12-04,8.711
2000-12-11,8.475
2000-12-18,8.4
2000-12-25,8.693
2001-01-01,7.825
2001-01-08,8.225
2001-01-15,7.894
2001-01-22,7.338
2001-01-29,8.589
2001-02-05,8.032
2001-02-12,7.85
2001-02-19,8.187
2001-02-26,8.489
2001-03-05,8.425
2001-03-12,8.484
2001-03-19,8.475
2001-03-26,8.507
2001-04-02,8.306
2001-04-09,8.438
2001-04-16,8.708
2001-04-23,8.404
2001-04-30,8.665
2001-05-07,8.275
2001-05-14,8.917
2001-05-21,8.27
2001-05-28,8.809
2001-06-04,8.428
2001-06-11,8.393
2001-06-18,8.921
2001-06-25,9.036
2001-07-02,8.622
2001-07-09,9.095
2001-07-16,9.176
2001-07-23,9.007
2001-07-30,8.959
2001-08-06,8.671
2001-08-13,9.035
2001-08-20,8.943
2001-08-27,8.612
2001-09-03,8.529
2001-09-10,8.969
2001-09-17,7.834
2001-09-24,8.514
2001-10-01,8.5
2001-10-08,8.766
2001-10-15,8.619
2001-10-22,8.702
2001-10-29,8.797
2001-11-05,8.771
2001-11-12,8.612
2001-11-19,8.868
2001-11-26,8.517
2001-12-03,8.327
2001-12-10,8.622
2001-12-17,8.888
2001-12-24,8.86
2001-12-31,8.288
2002-01-07,8.359
2002-01-14,8.049
2002-01-21,8.184
2002-01-28,8.223
2002-02-04,8.117
2002-02-11,8.428
2002-02-18,8.729
2002-02-25,8.782
2002-03-04,8.277
2002-03-11,8.713
2002-03-18,8.621
2002-03-25,8.386
2002-04-01,8.865
2002-04-08,8.84
2002-04-15,8.684
2002-04-22,8.699
2002-04-29,8.521
2002-05-06,8.548
2002-05-13,9.19
2002-05-20,8.685
2002-05-27,8.778
2002-06-03,9.004
2002-06-10,8.771
2002-06-17,8.752
2002-06-24,9.172
2002-07-01,9.004
2002-07-08,8.985
2002-07-15,9.056
2002-07-22,9.093
2002-07-29,9.297
2002-08-05,9.27
2002-08-12,8.939
2002-08-19,9.173
2002-08-26,9.135
2002-09-02,8.844
2002-09-09,8.899
2002-09-16,8.625
2002-09-23,8.582
2002-09-30,8.895
2002-10-07,9.09
2002-10-14,8.653
2002-10-21,9.022
2002-10-28,9.324
2002-11-04,8.759
2002-11-11,8.54
2002-11-18,8.667
2002-11-25,9.06
2002-12-02,8.616
2002-12-09,8.854
2002-12-16,9.063
2002-12-23,8.989
2002-12-30,8.411
2003-01-06,8.335
2003-01-13,8.645
2003-01-20,8.793
2003-01-27,8.551
2003-02-03,8.106
2003-02-10,8.454
2003-02-17,8.619
2003-02-24,8.421
2003-03-03,9.02
2003-03-10,8.596
2003-03-17,8.666
2003-03-24,8.284
2003-03-31,8.458
2003-04-07,8.64
2003-04-14,8.737
2003-04-21,8.358
2003-04-28,8.834
2003-05-05,8.894
2003-05-12,8.992
2003-05-19,9.299
2003-05-26,8.516
2003-06-02,8.529
2003-06-09,8.88
2003-06-16,8.833
2003-06-23,9.476
2003-06-30,9.05
2003-07-07,8.763
2003-07-14,9.177
2003-07-21,9.563
2003-07-28,9.303
2003-08-04,9.381
2003-08-11,9.325
2003-08-18,9.668
2003-08-25,9.337
2003-09-01,8.886
2003-09-08,8.974
2003-09-15,9.166
2003-09-22,8.69
2003-09-29,9.19
2003-10-06,9.156
2003-10-13,8.754
2003-10-20,9.413
2003-10-27,9.316
2003-11-03,8.995
2003-11-10,9.232
2003-11-17,8.725
2003-11-24,8.979
2003-12-01,8.776
2003-12-08,8.93
2003-12-15,9.166
2003-12-22,8.726
2003-12-29,8.686
2004-01-05,8.411
2004-01-12,8.426
2004-01-19,8.543
2004-01-26,8.514
2004-02-02,8.627
2004-02-09,8.727
2004-02-16,8.796
2004-02-23,8.97
2004-03-01,8.968
2004-03-08,9.044
2004-03-15,8.818
2004-03-22,8.731
2004-03-29,9.249
2004-04-05,9.338
2004-04-12,8.973
2004-04-19,9.255
2004-04-26,8.926
2004-05-03,9.373
2004-05-10,9.119
2004-05-17,9.154
2004-05-24,9.259
2004-05-31,9.045
2004-06-07,9.219
2004-06-14,9.194
2004-06-21,9.199
2004-06-28,9.398
2004-07-05,9.3
2004-07-12,8.84
2004-07-19,9.31
2004-07-26,9.263
2004-08-02,9.472
2004-08-09,9.521
2004-08-16,9.424
2004-08-23,9.267
2004-08-30,9.453
2004-09-06,9.234
2004-09-13,9.005
2004-09-20,8.922
2004-09-27,8.915
2004-10-04,8.917
2004-10-11,9.177
2004-10-18,8.883
2004-10-25,8.977
2004-11-01,9.217
2004-11-08,9.237
2004-11-15,8.988
2004-11-22,9.204
2004-11-29,9.107
2004-12-06,9.268
2004-12-13,9.068
2004-12-20,9.329
2004-12-27,9.287
2005-01-03,8.71
2005-01-10,8.695
2005-01-17,8.881
2005-01-24,8.848
2005-01-31,8.837
2005-02-07,8.825
2005-02-14,8.898
2005-02-21,8.884
2005-02-28,9.014
2005-03-07,9.131
2005-03-14,9.069
2005-03-21,9.075
2005-03-28,9.095
2005-04-04,9.089
2005-04-11,9.17
2005-04-18,9.306
2005-04-25,9.024
2005-05-02,9.175
2005-05-09,9.269
2005-05-16,9.443
2005-05-23,9.461
2005-05-30,9.451
2005-06-06,9.528
2005-06-13,9.313
2005-06-20,9.367
2005-06-27,9.721
2005-07-04,9.391
2005-07-11,9.415
2005-07-18,9.449
2005-07-25,9.586
2005-08-01,9.483
2005-08-08,9.408
2005-08-15,9.471
2005-08-22,9.406
2005-08-29,9.027
2005-09-05,8.636
2005-09-12,8.819
2005-09-19,8.836
2005-09-26,8.84
2005-10-03,8.783
2005-10-10,8.961
2005-10-17,8.981
2005-10-24,9.045
2005-10-31,9.246
2005-11-07,9.151
2005-11-14,9.124
2005-11-21,9.189
2005-11-28,9.221
2005-12-05,9.268
2005-12-12,9.326
2005-12-19,9.249
2005-12-26,9.358
2006-01-02,8.95
2006-01-09,8.859
2006-01-16,8.826
2006-01-23,8.879
2006-01-30,8.967
2006-02-06,9.083
2006-02-13,9.046
2006-02-20,8.951
2006-02-27,9.057
2006-03-06,9.106
2006-03-13,9.1
2006-03-20,9.054
2006-03-27,9.063
2006-04-03,9.297
2006-04-10,9.1
2006-04-17,9.012
2006-04-24,9.099
2006-05-01,9.346
2006-05-08,9.327
2006-05-15,9.193
2006-05-22,9.43
2006-05-29,9.367
2006-06-05,9.413
2006-06-12,9.429
2006-06-19,9.54
2006-06-26,9.645
2006-07-03,9.621
2006-07-10,9.569
2006-07-17,9.573
2006-07-24,9.639
2006-07-31,9.697
2006-08-07,9.53
2006-08-14,9.571
2006-08-21,9.61
2006-08-28,9.622
2006-09-04,9.368
2006-09-11,9.229
2006-09-18,9.287
2006-09-25,9.081
2006-10-02,9.242
2006-10-09,9.298
2006-10-16,9.511
2006-10-23,9.499
2006-10-30,9.256
2006-11-06,9.11
2006-11-13,9.149
2006-11-20,9.32
2006-11-27,9.477
2006-12-04,9.394
2006-12-11,9.491
2006-12-18,9.229
2006-12-25,9.247
2007-01-01,9.201
2007-01-08,9.06
2007-01-15,9.008
2007-01-22,9.09
2007-01-29,9.136
2007-02-05,9.061
2007-02-12,9.198
2007-02-19,9.121
2007-02-26,9.191
2007-03-05,9.158
2007-03-12,9.24
2007-03-19,9.25
2007-03-26,9.491
2007-04-02,9.472
2007-04-09,9.247
2007-04-16,9.163
2007-04-23,9.26
2007-04-30,9.344
2007-05-07,9.404
2007-05-14,9.433
2007-05-21,9.485
2007-05-28,9.495
2007-06-04,9.487
2007-06-11,9.591
2007-06-18,9.575
2007-06-25,9.557
2007-07-02,9.663
2007-07-09,9.71
2007-07-16,9.688
2007-07-23,9.662
2007-07-30,9.575
2007-08-06,9.572
2007-08-13,9.762
2007-08-20,9.626
2007-08-27,9.577
2007-09-03,9.393
2007-09-10,9.247
2007-09-17,9.235
2007-09-24,9.12
2007-10-01,9.2
2007-10-08,9.253
2007-10-15,9.373
2007-10-22,9.355
2007-10-29,9.367
2007-11-05,9.187
2007-11-12,9.222
2007-11-19,9.356
2007-11-26,9.266
2007-12-03,9.348
2007-12-10,9.287
2007-12-17,9.446
2007-12-24,9.286
2007-12-31,9.304
2008-01-07,9.116
2008-01-14,8.964
2008-01-21,8.94
2008-01-28,8.916
2008-02-04,9.02
2008-02-11,9.125
2008-02-18,9.045
2008-02-25,9.071
2008-03-03,9.131
2008-03-10,9.071
2008-03-17,9.116
2008-03-24,9.33
2008-03-31,9.286
2008-04-07,9.338
2008-04-14,9.215
2008-04-21,9.189
2008-04-28,9.311
2008-05-05,9.343
2008-05-12,9.359
2008-05-19,9.373
2008-05-26,9.129
2008-06-02,9.411
2008-06-09,9.251
2008-06-16,9.334
2008-06-23,9.357
2008-06-30,9.347
2008-07-07,9.344
2008-07-14,9.342
2008-07-21,9.468
2008-07-28,9.484
2008-08-04,9.446
2008-08-11,9.423
2008-08-18,9.411
2008-08-25,9.424
2008-09-01,9.09
2008-09-08,8.907
2008-09-15,8.741
2008-09-22,8.73
2008-09-29,8.691
2008-10-06,8.894
2008-10-13,9.065
2008-10-20,9.057
2008-10-27,9.095
2008-11-03,9.002
2008-11-10,8.962
2008-11-17,8.844
2008-11-24,8.933
2008-12-01,9.015
2008-12-08,9.175
2008-12-15,8.867
2008-12-22,9.106
2008-12-29,8.99
2009-01-05,8.758
2009-01-12,8.641
2009-01-19,8.65
2009-01-26,9.015
2009-02-02,9.006
2009-02-09,8.908
2009-02-16,9.01
2009-02-23,9.204
2009-03-02,8.972
2009-03-09,8.955
2009-03-16,9.1
2009-03-23,9.125
2009-03-30,9.024
2009-04-06,8.944
2009-04-13,9.136
2009-04-20,9.151
2009-04-27,8.923
2009-05-04,8.911
2009-05-11,9.232
2009-05-18,9.538
2009-05-25,9.02
2009-06-01,9.141
2009-06-08,9.354
2009-06-15,9.129
2009-06-22,9.053
2009-06-29,9.229
2009-07-06,9.163
2009-07-13,9.255
2009-07-20,9.171
2009-07-27,9.199
2009-08-03,8.951
2009-08-10,9.205
2009-08-17,9.105
2009-08-24,9.478
2009-08-31,9.283
2009-09-07,9.001
2009-09-14,8.79
2009-09-21,9.126
2009-09-28,9.269
2009-10-05,9.256
2009-10-12,8.95
2009-10-19,8.858
2009-10-26,9.015
2009-11-02,8.844
2009-11-09,9.015
2009-11-16,9.092
2009-11-23,8.943
2009-11-30,9.012
2009-12-07,8.963
2009-12-14,9.045
2009-12-21,9.074
2009-12-28,8.741
2010-01-04,8.74
2010-01-11,8.602
2010-01-18,8.619
2010-01-25,8.613
2010-02-01,8.766
2010-02-08,8.521
2010-02-15,9.064
2010-02-22,8.882
2010-03-01,8.992
2010-03-08,8.849
2010-03-15,9.087
2010-03-22,9.06
2010-03-29,9.076
2010-04-05,9.325
2010-04-12,9.152
2010-04-19,9.29
2010-04-26,9.282
2010-05-03,9.14
2010-05-10,9.092
2010-05-17,9.099
2010-05-24,9.174
2010-05-31,9.194
2010-06-07,9.338
2010-06-14,9.241
2010-06-21,9.462
2010-06-28,9.449
2010-07-05,9.08
2010-07-12,9.435
2010-07-19,9.632
2010-07-26,9.477
2010-08-02,9.236
2010-08-09,9.459
2010-08-16,9.375
2010-08-23,9.386
2010-08-30,9.263
2010-09-06,9.019
2010-09-13,8.847
2010-09-20,9.383
2010-09-27,8.989
2010-10-04,8.812
2010-10-11,8.891
2010-10-18,9.358
2010-10-25,9.015
2010-11-01,9.056
2010-11-08,8.952
2010-11-15,8.829
2010-11-22,8.867
2010-11-29,9.171
2010-12-06,9.349
2010-12-13,9.213
2010-12-20,9.399
2010-12-27,8.853
2011-01-03,8.819
2011-01-10,8.775
2011-01-17,8.632
2011-01-24,8.549
2011-01-31,8.524
2011-02-07,8.81
2011-02-14,9.101
2011-02-21,9.162
2011-02-28,9.192
2011-03-07,8.83
2011-03-14,9.074
2011-03-21,8.866
2011-03-28,8.853
2011-04-04,9.181
2011-04-11,9.062
2011-04-18,9.148
2011-04-25,8.943
2011-05-02,8.826
2011-05-09,9.048
2011-05-16,9.025
2011-05-23,9.431
2011-05-30,9.163
2011-06-06,9.37
2011-06-13,9.319
2011-06-20,9.261
2011-06-27,9.309
2011-07-04,9.016
2011-07-11,9.028
2011-07-18,8.999
2011-07-25,9.215
2011-08-01,9.244
2011-08-08,9.195
2011-08-15,9.009
2011-08-22,9.229
2011-08-29,8.956
2011-09-05,8.848
2011-09-12,8.858
2011-09-19,8.964
2011-09-26,8.959
2011-10-03,9.01
2011-10-10,8.598
2011-10-17,8.501
2011-10-24,8.518
2011-10-31,8.671
2011-11-07,8.625
2011-11-14,8.592
2011-11-21,8.769
2011-11-28,8.574
2011-12-05,8.666
2011-12-12,8.879
2011-12-19,8.923
2011-12-26,8.556
2012-01-02,8.179
2012-01-09,7.996
2012-01-16,8.098
2012-01-23,8.018
2012-01-30,8.039
2012-02-06,8.167
2012-02-13,8.628
2012-02-20,8.363
2012-02-27,8.262
2012-03-05,8.415
2012-03-12,8.379
2012-03-19,8.71
2012-03-26,8.783
2012-04-02,8.681
2012-04-09,8.775
2012-04-16,8.496
2012-04-23,8.692
2012-04-30,8.864
2012-05-07,8.971
2012-05-14,8.633
2012-05-21,8.931
2012-05-28,8.648
2012-06-04,9.13
2012-06-11,8.693
2012-06-18,8.846
2012-06-25,9.001
2012-07-02,8.917
2012-07-09,8.628
2012-07-16,8.66
2012-07-23,8.82
2012-07-30,8.839
2012-08-06,9.308
2012-08-13,9.081
2012-08-20,9.064
2012-08-27,9.177
2012-09-03,8.695
2012-09-10,8.632
2012-09-17,8.77
2012-09-24,8.633
2012-10-01,8.587
2012-10-08,8.729
2012-10-15,8.493
2012-10-22,8.844
2012-10-29,8.307
2012-11-05,8.908
2012-11-12,8.898
2012-11-19,8.427
2012-11-26,8.354
2012-12-03,8.488
2012-12-10,8.618
2012-12-17,8.608
2012-12-24,8.518
2012-12-31,8.01
2013-01-07,8.32
2013-01-14,8.431
2013-01-21,8.501
2013-01-28,8.415
2013-02-04,8.404
2013-02-11,8.437
2013-02-18,8.597
2013-02-25,8.364
2013-03-04,8.627
2013-03-11,8.324
2013-03-18,8.399
2013-03-25,8.523
2013-04-01,8.477
2013-04-08,8.383
2013-04-15,8.75
2013-04-22,8.415
2013-04-29,8.445
2013-05-06,8.341
2013-05-13,8.79
2013-05-20,8.956
2013-05-27,8.822
2013-06-03,8.648
2013-06-10,8.84
2013-06-17,8.894
2013-06-24,9.294
2013-07-01,9.299
2013-07-08,8.729
2013-07-15,8.982
2013-07-22,9.147
2013-07-29,9.246
2013-08-05,9.19
2013-08-12,9.2
2013-08-19,9.031
2013-08-26,9.094
2013-09-02,8.605
2013-09-09,9.028
2013-09-16,8.846
2013-09-23,8.527
2013-09-30,8.846
2013-10-07,9.077
2013-10-14,8.797
2013-10-21,9.054
2013-10-28,9.292
2013-11-04,9.032
2013-11-11,8.924
2013-11-18,8.909
2013-11-25,8.873
2013-12-02,8.348
2013-12-09,9.016
2013-12-16,9.176
2013-12-23,8.893
2013-12-30,8.274
2014-01-06,8.021
2014-01-13,8.059
2014-01-20,8.584
2014-01-27,8.452
2014-02-03,8.325
2014-02-10,8.03
2014-02-17,8.535
2014-02-24,8.411
2014-03-03,8.949
2014-03-10,8.512
2014-03-17,9.002
2014-03-24,8.713
2014-03-31,8.996
2014-04-07,8.616
2014-04-14,8.43
2014-04-21,8.693
2014-04-28,8.719
2014-05-05,9.191
2014-05-12,9.174
2014-05-19,9.31
2014-05-26,9.104
2014-06-02,8.624
2014-06-09,9.258
2014-06-16,8.813
2014-06-23,9.168
2014-06-30,8.935
2014-07-07,9.057
2014-07-14,8.792
2014-07-21,9.006
2014-07-28,9.359
2014-08-04,8.922
2014-08-11,8.775
2014-08-18,9.1
2014-08-25,9.48
2014-09-01,8.611
2014-09-08,8.707
2014-09-15,8.781
2014-09-22,8.66
2014-09-29,8.645
2014-10-06,9.043
2014-10-13,8.836
2014-10-20,8.867
2014-10-27,9.162
2014-11-03,9.005
2014-11-10,9.194
2014-11-17,9.254
2014-11-24,9.425
2014-12-01,8.549
2014-12-08,9.373
2014-12-15,9.518
2014-12-22,9.614
2014-12-29,8.809
2015-01-05,8.875
2015-01-12,8.851
2015-01-19,9.022
2015-01-26,8.442
2015-02-02,8.282
2015-02-09,8.809
2015-02-16,8.915
2015-02-23,8.63
2015-03-02,8.515
2015-03-09,9.26
2015-03-16,8.619
2015-03-23,9.435
2015-03-30,8.61
2015-04-06,8.914
2015-04-13,9.185
2015-04-20,8.92
2015-04-27,8.785
2015-05-04,9.201
2015-05-11,9.261
2015-05-18,9.734
2015-05-25,8.978
2015-06-01,9.6
