"fecha","Sex","Age","Deaths","Mortality"
2016-03-21,"Both","0-14",23.2585639129905,0.00026455217993444
2016-03-28,"Both","0-14",24.4060809331802,0.00027760449607651
2016-04-04,"Both","0-14",25.8188794401013,0.00029367422962551
2016-04-11,"Both","0-14",29.4803355602168,0.00033532109148399
2016-04-18,"Both","0-14",27.7015504858118,0.00031508848078502
2016-04-25,"Both","0-14",25.7118125782428,0.0002924564084475
2016-05-02,"Both","0-14",22.7902818194777,0.00025922575268267
2016-05-09,"Both","0-14",24.9862012243811,0.00028420301558251
2016-05-16,"Both","0-14",23.57340271746,0.00026813328203351
2016-05-23,"Both","0-14",26.1896373434148,0.00029789137785171
2016-05-30,"Both","0-14",25.9786845102508,0.00029549191621316
2016-06-06,"Both","0-14",31.1504633274869,0.00035431779064621
2016-06-13,"Both","0-14",26.7538531818505,0.0003043089937703
2016-06-20,"Both","0-14",26.5572143561752,0.00030207234536042
2016-06-27,"Both","0-14",28.847477060725,0.00032812270656835
2016-07-04,"Both","0-14",24.1935376547397,0.00027518694407923
2016-07-11,"Both","0-14",26.1289469087412,0.00029720106064837
2016-07-18,"Both","0-14",29.008872576151,0.00032995848351474
2016-07-25,"Both","0-14",26.1864564528617,0.00029785519713423
2016-08-01,"Both","0-14",24.8807248077991,0.00028300328476324
2016-08-08,"Both","0-14",25.2930878024679,0.00028769366588789
2016-08-15,"Both","0-14",27.4410403349099,0.00031212533445432
2016-08-22,"Both","0-14",31.6730740745672,0.00036026217366635
2016-08-29,"Both","0-14",25.6574839246753,0.00029183845267912
2016-09-05,"Both","0-14",26.3989997313022,0.00030027274913151
2016-09-12,"Both","0-14",31.9863224337601,0.00036382518540669
2016-09-19,"Both","0-14",25.8684367578393,0.00029423791431767
2016-09-26,"Both","0-14",32.6703286962665,0.00037160534537322
2016-10-03,"Both","0-14",26.0282418279888,0.00029605560090532
2016-10-10,"Both","0-14",25.2419400394534,0.00028711189083699
2016-10-17,"Both","0-14",28.4862618290706,0.0003240141004946
2016-10-24,"Both","0-14",23.3097116760051,0.00026513395498533
2016-10-31,"Both","0-14",26.1816851170322,0.000297800926058
2016-11-07,"Both","0-14",25.085315859857,0.00028533038496682
2016-11-14,"Both","0-14",29.1575445293648,0.00033164953759121
2016-11-21,"Both","0-14",27.1789397387315,0.00030914409776487
2016-11-28,"Both","0-14",28.0627657174661,0.00031919708685877
2016-12-05,"Both","0-14",23.678879134042,0.00026933301285279
2016-12-12,"Both","0-14",28.4846713837941,0.00032399601013586
2016-12-19,"Both","0-14",24.6186242116207,0.0002800220480738
2016-12-26,"Both","0-14",28.0611752721896,0.00031917899650003
2017-01-02,"Both","0-14",30.0661238086548,0.00033738945909048
2017-01-09,"Both","0-14",29.0615226815212,0.00032611624565458
2017-01-16,"Both","0-14",25.054824452928,0.00028115475488553
2017-01-23,"Both","0-14",31.5256394446193,0.00035376753276855
2017-01-30,"Both","0-14",26.2785212059477,0.0002948865677464
2017-02-06,"Both","0-14",26.0577532543557,0.00029240920218221
2017-02-13,"Both","0-14",28.6813123736915,0.00032184968469329
2017-02-20,"Both","0-14",30.9112825795506,0.00034687347712928
2017-02-27,"Both","0-14",29.1462608367576,0.0003270671417708
2017-03-06,"Both","0-14",30.751840223313,0.00034508428173218
2017-03-13,"Both","0-14",27.831136625678,0.00031230936823681
2017-03-20,"Both","0-14",29.9880749562418,0.00033651362753115
2017-03-27,"Both","0-14",30.6057764727222,0.00034344521544887
2017-04-03,"Both","0-14",29.4450776407627,0.00033042033889431
2017-04-10,"Both","0-14",25.4400517378753,0.00028547761426449
2017-04-17,"Both","0-14",25.7489024961155,0.00028894340822335
2017-04-24,"Both","0-14",27.2201244120211,0.00030545284487599
2017-05-01,"Both","0-14",28.4488381421584,0.00031924095615453
2017-05-08,"Both","0-14",24.3624187354464,0.00027338486768693
2017-05-15,"Both","0-14",28.0502322515642,0.00031476796766177
2017-05-22,"Both","0-14",28.9054249766953,0.00032436458253592
2017-05-29,"Both","0-14",30.9129549052565,0.00034689224326851
2017-06-05,"Both","0-14",27.6767112465579,0.00031057647125738
2017-06-12,"Both","0-14",28.3691169640395,0.00031834635845598
2017-06-19,"Both","0-14",26.2088339820641,0.00029410456688319
2017-06-26,"Both","0-14",27.0523204272541,0.00030356981878277
2017-07-03,"Both","0-14",28.6779677222797,0.00032181215241484
2017-07-10,"Both","0-14",28.1366427325065,0.00031573762991722
2017-07-17,"Both","0-14",30.1475173124795,0.00033830282292826
2017-07-24,"Both","0-14",24.9003990738079,0.0002794218579061
2017-07-31,"Both","0-14",26.9029120252516,0.00030189322022101
2017-08-07,"Both","0-14",30.9112825795506,0.00034687347712928
2017-08-14,"Both","0-14",29.8319772514158,0.0003347619644125
2017-08-21,"Both","0-14",28.9020803252836,0.00032432705025747
2017-08-28,"Both","0-14",31.9905879076855,0.00035898498984606
2017-09-04,"Both","0-14",30.2172045363631,0.00033908482379146
2017-09-11,"Both","0-14",24.4421399135652,0.00027427946538548
2017-09-18,"Both","0-14",25.1245116768117,0.00028193675574873
2017-09-25,"Both","0-14",26.5176847403043,0.00029757036084205
2017-10-02,"Both","0-14",27.7547600989709,0.00031145230281671
2017-10-09,"Both","0-14",29.5231264931756,0.00033129617045364
2017-10-16,"Both","0-14",26.8298801499561,0.00030107368707936
2017-10-23,"Both","0-14",27.6053516969684,0.00030977570425495
2017-10-30,"Both","0-14",26.8332248013679,0.0003011112193578
2017-11-06,"Both","0-14",24.5915483155677,0.00027595606394724
2017-11-13,"Both","0-14",30.2952533887761,0.00033996065535079
2017-11-20,"Both","0-14",31.6036882970323,0.00035464336432788
2017-11-27,"Both","0-14",28.0502322515642,0.00031476796766177
2017-12-04,"Both","0-14",32.8491252842282,0.00036861913699866
2017-12-11,"Both","0-14",30.997693060493,0.00034784313938473
2017-12-18,"Both","0-14",29.2939969130543,0.00032872497419333
2017-12-25,"Both","0-14",28.7509995975752,0.00032263168555649
2018-01-01,"Both","0-14",25.6806329652836,0.00028489918827624
2018-01-08,"Both","0-14",23.0149195271065,0.00025532594544611
2018-01-15,"Both","0-14",23.537855180993,0.00026112735787681
2018-01-22,"Both","0-14",29.9665493519446,0.00033244685196624
2018-01-29,"Both","0-14",24.5438320141425,0.00027228759616129
2018-02-05,"Both","0-14",25.135055105075,0.00027884658475494
2018-02-12,"Both","0-14",25.9591726514883,0.00028798928853232
2018-02-19,"Both","0-14",23.4469255376249,0.00026011859062326
2018-02-26,"Both","0-14",25.8682430081203,0.00028698052127878
2018-03-05,"Both","0-14",31.9048256431769,0.00035394995676796
2018-03-12,"Both","0-14",28.3635986717621,0.00031466382659267
2018-03-19,"Both","0-14",25.7489204023296,0.00028565676443919
2018-03-26,"Both","0-14",24.6063686950881,0.00027298137382881
2018-04-02,"Both","0-14",21.2811447289323,0.00023609156624209
2018-04-09,"Both","0-14",23.2025295699431,0.00025740727844865
2018-04-16,"Both","0-14",23.8616792798418,0.0002647198403141
2018-04-23,"Both","0-14",26.9881525090397,0.00029940472079855
2018-04-30,"Both","0-14",22.9523828461609,0.0002546321677786
2018-05-07,"Both","0-14",24.4927968453979,0.00027172141548465
2018-05-14,"Both","0-14",26.2434630937936,0.00029114318728385
2018-05-21,"Both","0-14",26.2718560562161,0.00029145817686988
2018-05-28,"Both","0-14",20.7981035496693,0.0002307327403883
2018-06-04,"Both","0-14",25.6522400028611,0.0002845841986902
2018-06-11,"Both","0-14",24.4471516146738,0.00027121503041231
2018-06-18,"Both","0-14",22.8955969213159,0.00025400218860652
2018-06-25,"Both","0-14",26.6697183482115,0.00029587203396556
2018-07-02,"Both","0-14",26.7380057852575,0.0002966296101285
2018-07-09,"Both","0-14",28.6762820764899,0.00031813271493023
2018-07-16,"Both","0-14",26.8573283910482,0.00029795336696809
2018-07-23,"Both","0-14",24.1801134406701,0.00026825252714709
2018-07-30,"Both","0-14",24.7939787379247,0.00027506270683134
2018-08-06,"Both","0-14",25.9990671261118,0.00028843187510923
2018-08-13,"Both","0-14",26.3002490186387,0.00029177316645592
2018-08-20,"Both","0-14",29.1478217435519,0.00032336394379315
2018-08-27,"Both","0-14",24.6347616575106,0.00027329636341484
2018-09-03,"Both","0-14",29.1082880870083,0.00032292536010738
2018-09-10,"Both","0-14",27.3403695703112,0.00030331219282188
2018-09-17,"Both","0-14",26.5730379487429,0.00029479946821657
2018-09-24,"Both","0-14",27.3062258517882,0.00030293340474041
2018-10-01,"Both","0-14",28.306812746917,0.0003140338474206
2018-10-08,"Both","0-14",27.8180208115535,0.00030861122307137
2018-10-15,"Both","0-14",23.4979607063695,0.0002606847712999
2018-10-22,"Both","0-14",26.3969294181072,0.00029284573220491
2018-10-29,"Both","0-14",29.4094699795351,0.00032626665145407
2018-11-05,"Both","0-14",25.3510581103342,0.00028124290734351
2018-11-12,"Both","0-14",24.7997294940252,0.00027512650532678
2018-11-19,"Both","0-14",26.9482580344163,0.00029896213422164
2018-11-26,"Both","0-14",27.7838770930305,0.0003082324349899
2018-12-03,"Both","0-14",27.7155896559845,0.00030747485882695
2018-12-10,"Both","0-14",25.5102751907483,0.00028300925076001
2018-12-17,"Both","0-14",28.9774639690167,0.00032147400627692
2018-12-24,"Both","0-14",27.8690559802981,0.00030917740374801
2018-12-31,"Both","0-14",32.3940773720872,0.00035625179765158
2019-01-07,"Both","0-14",26.5921885013524,0.00029244589522588
2019-01-14,"Both","0-14",28.0912112625409,0.00030893130233471
2019-01-21,"Both","0-14",26.4525809582988,0.0002909105701846
2019-01-28,"Both","0-14",24.7128201754064,0.00027177766205235
2019-02-04,"Both","0-14",25.4481627373194,0.00027986454492795
2019-02-11,"Both","0-14",23.0509219473222,0.00025350104239535
2019-02-18,"Both","0-14",28.3683457048886,0.00031197907067037
2019-02-25,"Both","0-14",26.5173150163052,0.00029162247885448
2019-03-04,"Both","0-14",24.8736149985429,0.00027354599285361
2019-03-11,"Both","0-14",29.3778336393882,0.00032308084977778
2019-03-18,"Both","0-14",27.4235918283953,0.00030158920023285
2019-03-25,"Both","0-14",22.0050375921786,0.0002419989959757
2019-04-01,"Both","0-14",27.664329850099,0.00030423670125626
2019-04-08,"Both","0-14",22.6574478857632,0.00024917383652529
2019-04-15,"Both","0-14",27.9101375853232,0.00030693995613043
2019-04-22,"Both","0-14",28.433079762895,0.00031269097934026
2019-04-29,"Both","0-14",27.8090071066729,0.0003058277801483
2019-05-06,"Both","0-14",26.4525809582988,0.0002909105701846
2019-05-13,"Both","0-14",29.1916902486502,0.00032103374972274
2019-05-20,"Both","0-14",25.1659585814515,0.00027676102274153
2019-05-27,"Both","0-14",29.6964342159,0.00032658463927644
2019-06-03,"Both","0-14",28.4381494764153,0.00031274673319101
2019-06-10,"Both","0-14",31.6303971728117,0.00034785327341834
2019-06-17,"Both","0-14",27.0220589835551,0.00029717336840818
2019-06-24,"Both","0-14",24.9252205597477,0.00027411352171812
2019-07-01,"Both","0-14",27.0867930415615,0.00029788527707807
2019-07-08,"Both","0-14",24.0138740341373,0.00026409104648899
2019-07-15,"Both","0-14",24.8604865017413,0.00027340161304824
2019-07-22,"Both","0-14",26.2169126501153,0.00028831882301194
2019-07-29,"Both","0-14",26.2067732230747,0.00028820731531043
2019-08-05,"Both","0-14",29.2250975995331,0.00032140114493113
2019-08-12,"Both","0-14",27.4286615419156,0.00030164495408361
2019-08-19,"Both","0-14",28.8214841109336,0.00031696243135956
2019-08-26,"Both","0-14",28.7567500529271,0.00031625052268967
2019-09-02,"Both","0-14",29.5436981760449,0.00032490493442979
2019-09-09,"Both","0-14",25.5412344326885,0.00028088809495547
2019-09-16,"Both","0-14",27.6461316397771,0.00030403656760014
2019-09-23,"Both","0-14",25.4714306611617,0.00028012043243483
2019-09-30,"Both","0-14",27.1413876725273,0.00029848567804644
2019-10-07,"Both","0-14",24.0422116714999,0.00026440268784663
2019-10-14,"Both","0-14",25.3136249077863,0.00027838497373742
2019-10-21,"Both","0-14",29.0854900564796,0.00031986581988985
2019-10-28,"Both","0-14",26.2765769946015,0.00028897497783107
2019-11-04,"Both","0-14",22.8101839256183,0.00025085354137194
2019-11-11,"Both","0-14",26.6933189800027,0.00029355807120801
2019-11-18,"Both","0-14",29.1552938280064,0.00032063348241049
2019-11-25,"Both","0-14",25.7121686828655,0.00028276793345824
2019-12-02,"Both","0-14",26.2765769946015,0.00028897497783107
2019-12-09,"Both","0-14",30.2143066799515,0.00033227990863551
2019-12-16,"Both","0-14",27.2627970052589,0.00029982086943159
2019-12-23,"Both","0-14",25.7303668931874,0.00028296806711436
2019-12-30,"Both","0-14",28.2279834106142,0.00030886143855923
2020-01-06,"Both","0-14",21.5943212044906,0.00023627805836888
2020-01-13,"Both","0-14",24.73076380567,0.00027059599598658
2020-01-20,"Both","0-14",24.3044675795141,0.00026593160095178
2020-01-27,"Both","0-14",25.1594300955266,0.00027528632348965
2020-02-03,"Both","0-14",22.8803200740603,0.00025034904087809
2020-02-10,"Both","0-14",21.950358080854,0.00024017369838731
2020-02-17,"Both","0-14",23.5971339541886,0.00025819218585147
2020-02-24,"Both","0-14",27.4385401169928,0.0003002236061012
2020-03-02,"Both","0-14",26.07991183393,0.00028535793610735
2020-03-09,"Both","0-14",24.0210601166438,0.000262830648418
2020-03-16,"Both","0-14",23.447134999801,0.00025655094594564
2020-03-23,"Both","0-14",25.0141712685404,0.00027369694852035
2020-03-30,"Both","0-14",24.297357388412,0.00026585380354697
2020-04-06,"Both","0-14",22.6553216424789,0.00024788718101935
2020-04-13,"Both","0-14",23.9555408942528,0.00026211375833816
2020-04-20,"Both","0-14",21.9622083993576,0.00024030336072865
2020-04-27,"Both","0-14",20.8917277065665,0.00022859050820511
2020-05-04,"Both","0-14",25.8643936571514,0.00028299980612169
2020-05-11,"Both","0-14",28.6495395093687,0.00031347396865749
2020-05-18,"Both","0-14",25.016541332241,0.00027372288098862
2020-05-25,"Both","0-14",26.6562070144735,0.00029166357104798
2020-06-01,"Both","0-14",26.0751717065286,0.00028530607117082
2020-06-08,"Both","0-14",25.0915408094348,0.00027454350094154
2020-06-15,"Both","0-14",24.7212835508672,0.0002704922661135
2020-06-22,"Both","0-14",24.5926151697859,0.00026908441842209
2020-06-29,"Both","0-14",24.9439119187479,0.00027292819350398
2020-07-06,"Both","0-14",30.3523543502914,0.00033210561632842
2020-07-13,"Both","0-14",31.4323152978853,0.00034392219872503
2020-07-20,"Both","0-14",26.5109481874873,0.00029007419607869
2020-07-27,"Both","0-14",26.7896155229562,0.00029312328367593
2020-08-03,"Both","0-14",25.7965043710597,0.00028225698357358
2020-08-10,"Both","0-14",25.3023188588121,0.00027684976599067
2020-08-17,"Both","0-14",24.6628745195783,0.00026985317343847
2020-08-24,"Both","0-14",23.1566173458286,0.00025337219600706
2020-08-31,"Both","0-14",22.4469136568023,0.00024560684843848
2020-09-07,"Both","0-14",25.3630979538017,0.00027751479113397
2020-09-14,"Both","0-14",24.4331359605954,0.00026733944864319
2020-09-21,"Both","0-14",24.4473563427996,0.0002674950434528
2020-09-28,"Both","0-14",22.0182473669458,0.00024091652093542
2020-10-05,"Both","0-14",23.0184687099444,0.00025186061844257
2020-10-12,"Both","0-14",24.2342082297217,0.0002651628459354
2020-10-19,"Both","0-14",24.4331359605954,0.00026733944864319
2020-10-26,"Both","0-14",26.5180583785894,0.00029015199348349
2020-11-02,"Both","0-14",23.3745055863079,0.000255756258461
2020-11-09,"Both","0-14",21.1727651057362,0.00023166552827062
2020-11-16,"Both","0-14",24.73076380567,0.00027059599598658
2020-11-23,"Both","0-14",23.5995040178893,0.00025821811831974
2020-11-30,"Both","0-14",28.5161310008859,0.00031201425602954
2020-12-07,"Both","0-14",23.8079120035658,0.0002604984509006
2020-12-14,"Both","0-14",28.867427749848,0.00031585803111143
2020-12-21,"Both","0-14",26.3704294879024,0.00028853668604593
2020-12-28,"Both","0-14",24.1520985614258,0.00026426442857768
2021-01-04,"Both","0-14",24.7980929076196,0.00027151123508183
2021-01-11,"Both","0-14",24.6507139867355,0.00026989760160674
2021-01-18,"Both","0-14",25.4924618098411,0.0002791137938329
2021-01-25,"Both","0-14",25.6163976554647,0.00028047075199261
2021-02-01,"Both","0-14",24.2959886494795,0.00026601375800667
2021-02-08,"Both","0-14",24.6848783859645,0.00027027166336484
2021-02-15,"Both","0-14",24.2789064498651,0.00026582672712762
2021-02-22,"Both","0-14",21.8494357089147,0.00023922675414067
2021-03-01,"Both","0-14",20.9008342398,0.00022884063463385
2021-03-08,"Both","0-14",21.932846279663,0.00024014000610593
2021-03-15,"Both","0-14",26.5117520984119,0.00029027387643231
2021-03-22,"Both","0-14",21.1550668066932,0.0002316241953896
2021-03-29,"Both","0-14",20.9457199629973,0.00022933208283465
2021-04-05,"Both","0-14",20.8217841173738,0.00022797512467495
2021-04-12,"Both","0-14",26.2189946839676,0.00028706851191209
2021-04-19,"Both","0-14",22.6101329822701,0.00024755553397795
2021-04-26,"Both","0-14",25.2894758417914,0.00027689132571429
2021-05-03,"Both","0-14",23.246894410002,0.00025452735565553
2021-05-10,"Both","0-14",22.9477761199115,0.00025125234669897
2021-05-17,"Both","0-14",24.6229104631528,0.00026959318428498
2021-05-24,"Both","0-14",22.039699925672,0.00024130993338659
2021-05-31,"Both","0-14",23.281058809231,0.00025490141741363
2021-06-07,"Both","0-14",21.9499284792776,0.00024032703698498
2021-06-14,"Both","0-14",24.4028422954886,0.00026718368528733
2021-06-21,"Both","0-14",25.1699004444901,0.00027558210956095
2021-06-28,"Both","0-14",26.659131019296,0.0002918875099074
2021-07-05,"Both","0-14",27.2232032002479,0.00029806346606242
2021-07-12,"Both","0-14",20.5846337500951,0.00022537859479824
2021-07-19,"Both","0-14",27.2402853998624,0.00029825049694147
2021-07-26,"Both","0-14",24.2789064498651,0.00026582672712762
2021-08-02,"Both","0-14",23.033187117984,0.00025218750109422
2021-08-09,"Both","0-14",23.3259445324282,0.00025539286561443
2021-08-16,"Both","0-14",25.6100367798185,0.00028040110755627
2021-08-23,"Both","0-14",22.3495395397308,0.00024470232878586
2021-08-30,"Both","0-14",25.3621650885715,0.00027768719123685
2021-09-06,"Both","0-14",20.3260407348799,0.00022254729203612
2021-09-13,"Both","0-14",22.8858081970998,0.00025057386761912
2021-09-20,"Both","0-14",21.7298603116133,0.00023791753798733
2021-09-27,"Both","0-14",21.2960848519311,0.00023316818442836
2021-10-04,"Both","0-14",26.9006418348968,0.00029453178179047
2021-10-11,"Both","0-14",24.6848783859645,0.00027027166336484
2021-10-18,"Both","0-14",20.6080768253558,0.00022563527011363
2021-10-25,"Both","0-14",25.0352432748983,0.00027410776495854
2021-11-01,"Both","0-14",25.1250147212929,0.00027509066136015
2021-11-08,"Both","0-14",23.958345511838,0.00026231694528565
2021-11-15,"Both","0-14",23.8046057153077,0.00026063366737421
2021-11-22,"Both","0-14",22.5140006602294,0.00024650299314
2021-11-29,"Both","0-14",26.9348062341258,0.00029490584354857
2021-12-06,"Both","0-14",23.2298122103875,0.00025434032477648
2021-12-13,"Both","0-14",23.5460127000924,0.00025780236461209
2021-12-20,"Both","0-14",22.5930507826557,0.00024736850309891
2021-12-27,"Both","0-14",22.0802252005472,0.00024175363958103
2022-01-03,"Both","0-14",27.0758075929375,0.00029733200442975
2022-01-10,"Both","0-14",24.9188750300281,0.00027364572729292
2022-01-17,"Both","0-14",23.7354718511691,0.00026065022797084
2022-01-24,"Both","0-14",21.8939367378434,0.00024042747654992
2022-01-31,"Both","0-14",28.16524780567,0.00030929565282864
2022-02-07,"Both","0-14",21.8111432887847,0.00023951828327552
2022-02-14,"Both","0-14",23.2267592965885,0.0002550638194025
2022-02-21,"Both","0-14",22.6903185351281,0.00024917291453049
2022-02-28,"Both","0-14",23.7797587478606,0.00026113656292939
2022-03-07,"Both","0-14",24.9188750300281,0.00027364572729292
2022-03-14,"Both","0-14",24.2222365431943,0.00026599561687822
2022-03-21,"Both","0-14",26.6113819350483,0.00029223193081994
2022-03-28,"Both","0-14",27.4851680086478,0.00030182738106882
2022-04-04,"Both","0-14",22.7346054318195,0.00024965924948903
2022-04-11,"Both","0-14",27.8999175971019,0.00030638193871399
2022-04-18,"Both","0-14",21.3132090796916,0.00023405023671936
2022-04-25,"Both","0-14",22.7234359147515,0.00024953659184025
2022-05-02,"Both","0-14",25.7264263443807,0.00028251382292228
2022-05-09,"Both","0-14",25.1125813066056,0.00027577290578197
2022-05-16,"Both","0-14",21.6782825987105,0.00023805927839989
2022-05-23,"Both","0-14",22.9502595709524,0.00025202744763906
2022-05-30,"Both","0-14",27.0426902133141,0.00029696832711999
2022-06-06,"Both","0-14",26.1357867600911,0.00028700919956136
2022-06-13,"Both","0-14",24.7806251672101,0.0002721275414112
2022-06-20,"Both","0-14",24.941214064164,0.00027389104259049
2022-06-27,"Both","0-14",26.4619625551623,0.00029059108728944
2022-07-04,"Both","0-14",26.4454038653506,0.00029040924863456
2022-07-11,"Both","0-14",27.2140574557555,0.00029885019031147
2022-07-18,"Both","0-14",25.0517357201024,0.00027510473216855
2022-07-25,"Both","0-14",22.264399429606,0.00024449569923654
2022-08-01,"Both","0-14",25.6767502749457,0.00028196830695765
2022-08-08,"Both","0-14",24.0065824040614,0.0002636274187282
2022-08-15,"Both","0-14",24.2110670261263,0.00026587295922943
2022-08-22,"Both","0-14",22.6240837758812,0.00024844555991098
2022-08-29,"Both","0-14",22.5963555690015,0.00024814106360731
2022-09-05,"Both","0-14",24.6481556487163,0.00027067283217217
2022-09-12,"Both","0-14",22.9779877778321,0.00025233194394272
2022-09-19,"Both","0-14",25.8038306206957,0.00028336383519058
2022-09-26,"Both","0-14",24.4821775790186,0.00026885014998678
2022-10-03,"Both","0-14",27.3688660083853,0.00030055021484807
2022-10-10,"Both","0-14",23.3981265390299,0.00025694568259398
2022-10-17,"Both","0-14",24.8195228911578,0.00027255469536365
2022-10-24,"Both","0-14",23.608391505419,0.00025925469973791
2022-10-31,"Both","0-14",23.8848912310551,0.00026229107150135
2022-11-07,"Both","0-14",24.2499647500739,0.00026630011318188
2022-11-14,"Both","0-14",25.0848530997258,0.00027546840947831
2022-11-21,"Both","0-14",21.6062674951394,0.00023726844713768
2022-11-28,"Both","0-14",25.5716177917511,0.00028081379838568
2022-12-05,"Both","0-14",23.3372809525267,0.00025627750898056
2022-12-12,"Both","0-14",22.9283117083969,0.00025178642797808
2022-12-19,"Both","0-14",23.044222537079,0.00025305929856223
2022-12-26,"Both","0-14",27.1532118692524,0.00029818201669805
2023-01-02,"Both","0-14",24.8662350881167,0.0002741039648378
2023-01-09,"Both","0-14",20.9311550082159,0.0002307270302905
2023-01-16,"Both","0-14",21.7583080416692,0.00023984485312108
2023-01-23,"Both","0-14",24.1743318704454,0.00026647701952116
2023-01-30,"Both","0-14",27.0458862793892,0.00029813056280786
2023-02-06,"Both","0-14",19.9459000310677,0.0002198664277644
2023-02-13,"Both","0-14",24.375016957811,0.00026868919912679
2023-02-20,"Both","0-14",22.3434510045452,0.00024629496531349
2023-02-27,"Both","0-14",21.430829288132,0.00023623500931374
2023-03-06,"Both","0-14",22.0757700895182,0.00024334428138968
2023-03-13,"Both","0-14",22.9912105224682,0.00025343530849351
2023-03-20,"Both","0-14",21.0720422570715,0.0002322800500126
2014-12-29,"Both","15-64",557.864439165581,0.00183971870343845
2015-01-05,"Both","15-64",521.036211247847,0.00171826701202737
2015-01-12,"Both","15-64",503.496937432195,0.00166042620372698
2015-01-19,"Both","15-64",496.173690653325,0.00163627568771787
2015-01-26,"Both","15-64",506.011246856859,0.00166871786340277
2015-02-02,"Both","15-64",520.460897418426,0.00171636974893257
2015-02-09,"Both","15-64",524.640937702897,0.00173015463599935
2015-02-16,"Both","15-64",530.764747110852,0.00175034966173169
