"fecha","Type","Count"
2000-01-01,"Other",7132
2000-02-01,"Other",10729
2000-03-01,"Other",11684
2000-04-01,"Other",9042
2000-05-01,"Other",12777
2000-06-01,"Other",15473
2000-07-01,"Other",9673
2000-08-01,"Other",10638
2000-09-01,"Other",9163
2000-10-01,"Other",9801
2000-11-01,"Other",10335
2000-12-01,"Other",11470
2001-01-01,"Other",7427
2001-02-01,"Other",9079
2001-03-01,"Other",11062
2001-04-01,"Other",9010
2001-05-01,"Other",11047
2001-06-01,"Other",14145
2001-07-01,"Other",10544
2001-08-01,"Other",11081
2001-09-01,"Other",10169
2001-10-01,"Other",10425
2001-11-01,"Other",12024
2001-12-01,"Other",10980
2002-01-01,"Other",8594
2002-02-01,"Other",11037
2002-03-01,"Other",11505
2002-04-01,"Other",11174
2002-05-01,"Other",13990
2002-06-01,"Other",16376
2002-07-01,"Other",11572
2002-08-01,"Other",12630
2002-09-01,"Other",11754
2002-10-01,"Other",12356
2002-11-01,"Other",13212
2002-12-01,"Other",11805
2003-01-01,"Other",10315
2003-02-01,"Other",12135
2003-03-01,"Other",13736
2003-04-01,"Other",12420
2003-05-01,"Other",15070
2003-06-01,"Other",19371
2003-07-01,"Other",14969
2003-08-01,"Other",14123
2003-09-01,"Other",14452
2003-10-01,"Other",14727
2003-11-01,"Other",14738
2003-12-01,"Other",14656
2004-01-01,"Other",11791
2004-02-01,"Other",15136
2004-03-01,"Other",17313
2004-04-01,"Other",14875
2004-05-01,"Other",17059
2004-06-01,"Other",20947
2004-07-01,"Other",15869
2004-08-01,"Other",15685
2004-09-01,"Other",15826
2004-10-01,"Other",15470
2004-11-01,"Other",16190
2004-12-01,"Other",15996
2005-01-01,"Other",12761
2005-02-01,"Other",14975
2005-03-01,"Other",15902
2005-04-01,"Other",16024
2005-05-01,"Other",18061
2005-06-01,"Other",23047
2005-07-01,"Other",15803
2005-08-01,"Other",17356
2005-09-01,"Other",17242
2005-10-01,"Other",15181
2005-11-01,"Other",16535
2005-12-01,"Other",16286
2006-01-01,"Other",12991
2006-02-01,"Other",15457
2006-03-01,"Other",18072
2006-04-01,"Other",14442
2006-05-01,"Other",17958
2006-06-01,"Other",21343
2006-07-01,"Other",15485
2006-08-01,"Other",16092
2006-09-01,"Other",15397
2006-10-01,"Other",15477
2006-11-01,"Other",16254
2006-12-01,"Other",14457
2007-01-01,"Other",13444
2007-02-01,"Other",16200
2007-03-01,"Other",19046
2007-04-01,"Other",16231
2007-05-01,"Other",18958
2007-06-01,"Other",22363
2007-07-01,"Other",17306
2007-08-01,"Other",18018
2007-09-01,"Other",17418
2007-10-01,"Other",18205
2007-11-01,"Other",20184
2007-12-01,"Other",17414
2008-01-01,"Other",15329
2008-02-01,"Other",18591
2008-03-01,"Other",19738
2008-04-01,"Other",19768
2008-05-01,"Other",19945
2008-06-01,"Other",23629
2008-07-01,"Other",18066
2008-08-01,"Other",16977
2008-09-01,"Other",17873
2008-10-01,"Other",18770
2008-11-01,"Other",15862
2008-12-01,"Other",16392
2009-01-01,"Other",12335
2009-02-01,"Other",14079
2009-03-01,"Other",17144
2009-04-01,"Other",14176
2009-05-01,"Other",17634
2009-06-01,"Other",26551
2009-07-01,"Other",14482
2009-08-01,"Other",14397
2009-09-01,"Other",16404
2009-10-01,"Other",18528
2009-11-01,"Other",20414
2009-12-01,"Other",22469
2010-01-01,"Other",14384
2010-02-01,"Other",16317
2010-03-01,"Other",19384
2010-04-01,"Other",16178
2010-05-01,"Other",18703
2010-06-01,"Other",23305
2010-07-01,"Other",15753
2010-08-01,"Other",17103
2010-09-01,"Other",16607
2010-10-01,"Other",16309
2010-11-01,"Other",17131
2010-12-01,"Other",16993
2011-01-01,"Other",13013
2011-02-01,"Other",16525
2011-03-01,"Other",20690
2011-04-01,"Other",15595
2011-05-01,"Other",17703
2011-06-01,"Other",20317
2011-07-01,"Other",15907
2011-08-01,"Other",17548
2011-09-01,"Other",18341
2011-10-01,"Other",17260
2011-11-01,"Other",17760
2011-12-01,"Other",14328
2012-01-01,"Other",12105
2012-02-01,"Other",16256
2012-03-01,"Other",19092
2012-04-01,"Other",16760
2012-05-01,"Other",20758
2012-06-01,"Other",23510
2012-07-01,"Other",19442
2012-08-01,"Other",20724
2012-09-01,"Other",20338
2012-10-01,"Other",20556
2012-11-01,"Other",20550
2012-12-01,"Other",19261
2013-01-01,"Other",16850
2013-02-01,"Other",20046
2013-03-01,"Other",19588
2013-04-01,"Other",17889
2013-05-01,"Other",20862
2013-06-01,"Other",26724
2013-07-01,"Other",18349
2013-08-01,"Other",17761
2013-09-01,"Other",19314
2013-10-01,"Other",19406
2013-11-01,"Other",18946
2013-12-01,"Other",20527
2014-01-01,"Other",14791
2014-02-01,"Other",17300
2014-03-01,"Other",19410
2014-04-01,"Other",16333
2014-05-01,"Other",20013
2014-06-01,"Other",27619
2014-07-01,"Other",17598
2014-08-01,"Other",17956
2014-09-01,"Other",19757
2014-10-01,"Other",19275
2014-11-01,"Other",18137
2014-12-01,"Other",21092
2015-01-01,"Other",14638
2015-02-01,"Other",17610
2015-03-01,"Other",21366
2015-04-01,"Other",16977
2015-05-01,"Other",20205
2015-06-01,"Other",27208
2015-07-01,"Other",18209
2015-08-01,"Other",17132
2015-09-01,"Other",18340
2015-10-01,"Other",18721
2015-11-01,"Other",20843
2015-12-01,"Other",20005
2016-01-01,"Other",16086
2016-02-01,"Other",20020
2016-03-01,"Other",22423
2016-04-01,"Other",19117
2016-05-01,"Other",22220
2016-06-01,"Other",28726
2016-07-01,"Other",19481
2016-08-01,"Other",19568
2016-09-01,"Other",21123
2016-10-01,"Other",19098
2016-11-01,"Other",21549
2016-12-01,"Other",21442
2017-01-01,"Other",15863
2017-02-01,"Other",18788
2017-03-01,"Other",24954
2017-04-01,"Other",19620
2017-05-01,"Other",24430
2017-06-01,"Other",32132
2017-07-01,"Other",19983
2017-08-01,"Other",22811
2017-09-01,"Other",23050
2017-10-01,"Other",22496
2017-11-01,"Other",23688
2017-12-01,"Other",25643
1994-01-01,"Passenger",27140
1994-02-01,"Passenger",36341
1994-03-01,"Passenger",41715
1994-04-01,"Passenger",32279
1994-05-01,"Passenger",38380
1994-06-01,"Passenger",43461
1994-07-01,"Passenger",37864
1994-08-01,"Passenger",40320
1994-09-01,"Passenger",40383
1994-10-01,"Passenger",39800
1994-11-01,"Passenger",43913
1994-12-01,"Passenger",39072
1995-01-01,"Passenger",33942
1995-02-01,"Passenger",38449
1995-03-01,"Passenger",45862
1995-04-01,"Passenger",33598
1995-05-01,"Passenger",48234
1995-06-01,"Passenger",45813
1995-07-01,"Passenger",36810
1995-08-01,"Passenger",44372
1995-09-01,"Passenger",38599
1995-10-01,"Passenger",39818
1995-11-01,"Passenger",42137
1995-12-01,"Passenger",40738
1996-01-01,"Passenger",32623
1996-02-01,"Passenger",41870
1996-03-01,"Passenger",42720
1996-04-01,"Passenger",36853
1996-05-01,"Passenger",45077
1996-06-01,"Passenger",46122
1996-07-01,"Passenger",41524
1996-08-01,"Passenger",41920
1996-09-01,"Passenger",38617
1996-10-01,"Passenger",42486
1996-11-01,"Passenger",41229
1996-12-01,"Passenger",41017
1997-01-01,"Passenger",34966
1997-02-01,"Passenger",42143
1997-03-01,"Passenger",43050
1997-04-01,"Passenger",42137
1997-05-01,"Passenger",43838
1997-06-01,"Passenger",50334
1997-07-01,"Passenger",45564
1997-08-01,"Passenger",42051
1997-09-01,"Passenger",48627
1997-10-01,"Passenger",49882
1997-11-01,"Passenger",48151
1997-12-01,"Passenger",49610
1998-01-01,"Passenger",37850
1998-02-01,"Passenger",45763
1998-03-01,"Passenger",49123
1998-04-01,"Passenger",43059
1998-05-01,"Passenger",47472
1998-06-01,"Passenger",62972
1998-07-01,"Passenger",53763
1998-08-01,"Passenger",48074
1998-09-01,"Passenger",46611
1998-10-01,"Passenger",48317
1998-11-01,"Passenger",49611
1998-12-01,"Passenger",51745
1999-01-01,"Passenger",35521
1999-02-01,"Passenger",42524
1999-03-01,"Passenger",54112
1999-04-01,"Passenger",44514
1999-05-01,"Passenger",45359
1999-06-01,"Passenger",55548
1999-07-01,"Passenger",44340
1999-08-01,"Passenger",43521
1999-09-01,"Passenger",42102
1999-10-01,"Passenger",42162
1999-11-01,"Passenger",47807
1999-12-01,"Passenger",50062
2000-01-01,"Passenger",33613
2000-02-01,"Passenger",43157
2000-03-01,"Passenger",47433
2000-04-01,"Passenger",35089
2000-05-01,"Passenger",41645
2000-06-01,"Passenger",38517
2000-07-01,"Passenger",59202
2000-08-01,"Passenger",53790
2000-09-01,"Passenger",45175
2000-10-01,"Passenger",49637
2000-11-01,"Passenger",51604
2000-12-01,"Passenger",54811
2001-01-01,"Passenger",36373
2001-02-01,"Passenger",40781
2001-03-01,"Passenger",46983
2001-04-01,"Passenger",39394
2001-05-01,"Passenger",44173
2001-06-01,"Passenger",49122
2001-07-01,"Passenger",46230
2001-08-01,"Passenger",44861
2001-09-01,"Passenger",40257
2001-10-01,"Passenger",45575
2001-11-01,"Passenger",47510
2001-12-01,"Passenger",48193
2002-01-01,"Passenger",39779
2002-02-01,"Passenger",42776
2002-03-01,"Passenger",44828
2002-04-01,"Passenger",42052
2002-05-01,"Passenger",46448
2002-06-01,"Passenger",49101
2002-07-01,"Passenger",45923
2002-08-01,"Passenger",45122
2002-09-01,"Passenger",43396
2002-10-01,"Passenger",48269
2002-11-01,"Passenger",47229
2002-12-01,"Passenger",45317
2003-01-01,"Passenger",40015
2003-02-01,"Passenger",43677
2003-03-01,"Passenger",49921
2003-04-01,"Passenger",44602
2003-05-01,"Passenger",49646
2003-06-01,"Passenger",57086
2003-07-01,"Passenger",51450
2003-08-01,"Passenger",49869
2003-09-01,"Passenger",51749
2003-10-01,"Passenger",52180
2003-11-01,"Passenger",48482
2003-12-01,"Passenger",49834
2004-01-01,"Passenger",40715
2004-02-01,"Passenger",47876
2004-03-01,"Passenger",53728
2004-04-01,"Passenger",44079
2004-05-01,"Passenger",46168
2004-06-01,"Passenger",58284
2004-07-01,"Passenger",46724
2004-08-01,"Passenger",48649
2004-09-01,"Passenger",49911
2004-10-01,"Passenger",52290
2004-11-01,"Passenger",52888
2004-12-01,"Passenger",48673
2005-01-01,"Passenger",43075
2005-02-01,"Passenger",50640
2005-03-01,"Passenger",53282
2005-04-01,"Passenger",46651
2005-05-01,"Passenger",50463
2005-06-01,"Passenger",60781
2005-07-01,"Passenger",49016
2005-08-01,"Passenger",53648
2005-09-01,"Passenger",52118
2005-10-01,"Passenger",48434
2005-11-01,"Passenger",52751
2005-12-01,"Passenger",47945
2006-01-01,"Passenger",43761
2006-02-01,"Passenger",48483
2006-03-01,"Passenger",53188
2006-04-01,"Passenger",42307
2006-05-01,"Passenger",50683
2006-06-01,"Passenger",57026
2006-07-01,"Passenger",48798
2006-08-01,"Passenger",52030
2006-09-01,"Passenger",51388
2006-10-01,"Passenger",50532
2006-11-01,"Passenger",51850
2006-12-01,"Passenger",48348
2007-01-01,"Passenger",49189
2007-02-01,"Passenger",52628
2007-03-01,"Passenger",57757
2007-04-01,"Passenger",45109
2007-05-01,"Passenger",52727
2007-06-01,"Passenger",63768
2007-07-01,"Passenger",53589
2007-08-01,"Passenger",52748
2007-09-01,"Passenger",50197
2007-10-01,"Passenger",53336
2007-11-01,"Passenger",54195
2007-12-01,"Passenger",51722
2008-01-01,"Passenger",49295
2008-02-01,"Passenger",53030
2008-03-01,"Passenger",53122
2008-04-01,"Passenger",47639
2008-05-01,"Passenger",51416
2008-06-01,"Passenger",61524
2008-07-01,"Passenger",51068
2008-08-01,"Passenger",46114
2008-09-01,"Passenger",48865
2008-10-01,"Passenger",45978
2008-11-01,"Passenger",43019
2008-12-01,"Passenger",45696
2009-01-01,"Passenger",41309
2009-02-01,"Passenger",42463
2009-03-01,"Passenger",43484
2009-04-01,"Passenger",36697
2009-05-01,"Passenger",42245
2009-06-01,"Passenger",55837
2009-07-01,"Passenger",46099
2009-08-01,"Passenger",44918
2009-09-01,"Passenger",47284
2009-10-01,"Passenger",46544
2009-11-01,"Passenger",47059
2009-12-01,"Passenger",46623
2010-01-01,"Passenger",43580
2010-02-01,"Passenger",47829
2010-03-01,"Passenger",53717
2010-04-01,"Passenger",47156
2010-05-01,"Passenger",50450
2010-06-01,"Passenger",60820
2010-07-01,"Passenger",47591
2010-08-01,"Passenger",46504
2010-09-01,"Passenger",48763
2010-10-01,"Passenger",45268
2010-11-01,"Passenger",49405
2010-12-01,"Passenger",51039
2011-01-01,"Passenger",43539
2011-02-01,"Passenger",45455
2011-03-01,"Passenger",50228
2011-04-01,"Passenger",41565
2011-05-01,"Passenger",42577
2011-06-01,"Passenger",54322
2011-07-01,"Passenger",45701
2011-08-01,"Passenger",48423
2011-09-01,"Passenger",47700
2011-10-01,"Passenger",47536
2011-11-01,"Passenger",46712
2011-12-01,"Passenger",45764
2012-01-01,"Passenger",42555
2012-02-01,"Passenger",46019
2012-03-01,"Passenger",51161
2012-04-01,"Passenger",40496
2012-05-01,"Passenger",48448
2012-06-01,"Passenger",57439
2012-07-01,"Passenger",43354
2012-08-01,"Passenger",46612
2012-09-01,"Passenger",49210
2012-10-01,"Passenger",49291
2012-11-01,"Passenger",51652
2012-12-01,"Passenger",50618
2013-01-01,"Passenger",41957
2013-02-01,"Passenger",43338
2013-03-01,"Passenger",48664
2013-04-01,"Passenger",42844
2013-05-01,"Passenger",46774
2013-06-01,"Passenger",57636
2013-07-01,"Passenger",46318
2013-08-01,"Passenger",48060
2013-09-01,"Passenger",47149
2013-10-01,"Passenger",46939
2013-11-01,"Passenger",49089
2013-12-01,"Passenger",47686
2014-01-01,"Passenger",41626
2014-02-01,"Passenger",43651
2014-03-01,"Passenger",47079
2014-04-01,"Passenger",39027
2014-05-01,"Passenger",43819
2014-06-01,"Passenger",53844
2014-07-01,"Passenger",43464
2014-08-01,"Passenger",42658
2014-09-01,"Passenger",45194
2014-10-01,"Passenger",43126
2014-11-01,"Passenger",43063
2014-12-01,"Passenger",45051
2015-01-01,"Passenger",39799
2015-02-01,"Passenger",40775
2015-03-01,"Passenger",48185
2015-04-01,"Passenger",35015
2015-05-01,"Passenger",40592
2015-06-01,"Passenger",56386
2015-07-01,"Passenger",41420
2015-08-01,"Passenger",40673
2015-09-01,"Passenger",46084
2015-10-01,"Passenger",40856
2015-11-01,"Passenger",41726
2015-12-01,"Passenger",44172
2016-01-01,"Passenger",35214
2016-02-01,"Passenger",39558
2016-03-01,"Passenger",43652
2016-04-01,"Passenger",36671
2016-05-01,"Passenger",38222
2016-06-01,"Passenger",53832
2016-07-01,"Passenger",38033
2016-08-01,"Passenger",38945
2016-09-01,"Passenger",42076
2016-10-01,"Passenger",37817
2016-11-01,"Passenger",39852
2016-12-01,"Passenger",42385
2017-01-01,"Passenger",34920
2017-02-01,"Passenger",34740
2017-03-01,"Passenger",38972
2017-04-01,"Passenger",32147
2017-05-01,"Passenger",38842
2017-06-01,"Passenger",50646
2017-07-01,"Passenger",35792
2017-08-01,"Passenger",35733
2017-09-01,"Passenger",38147
2017-10-01,"Passenger",36396
2017-11-01,"Passenger",36929
2017-12-01,"Passenger",36748
1994-01-01,"SUV",2996
1994-02-01,"SUV",3368
1994-03-01,"SUV",4833
1994-04-01,"SUV",2942
1994-05-01,"SUV",4125
1994-06-01,"SUV",4898
1994-07-01,"SUV",3353
1994-08-01,"SUV",3903
1994-09-01,"SUV",3529
1994-10-01,"SUV",3756
1994-11-01,"SUV",4337
1994-12-01,"SUV",3493
1995-01-01,"SUV",2859
1995-02-01,"SUV",3275
1995-03-01,"SUV",4404
1995-04-01,"SUV",3083
1995-05-01,"SUV",4260
1995-06-01,"SUV",5337
1995-07-01,"SUV",3464
1995-08-01,"SUV",3982
1995-09-01,"SUV",3439
1995-10-01,"SUV",3688
1995-11-01,"SUV",4189
1995-12-01,"SUV",3726
1996-01-01,"SUV",3324
1996-02-01,"SUV",3822
1996-03-01,"SUV",4205
1996-04-01,"SUV",3308
1996-05-01,"SUV",4475
1996-06-01,"SUV",4448
1996-07-01,"SUV",3863
1996-08-01,"SUV",4156
1996-09-01,"SUV",4045
1996-10-01,"SUV",4723
1996-11-01,"SUV",5127
1996-12-01,"SUV",4773
1997-01-01,"SUV",4340
1997-02-01,"SUV",4816
1997-03-01,"SUV",5126
1997-04-01,"SUV",5300
1997-05-01,"SUV",5721
1997-06-01,"SUV",6707
1997-07-01,"SUV",5451
1997-08-01,"SUV",5974
1997-09-01,"SUV",6214
1997-10-01,"SUV",7386
1997-11-01,"SUV",6928
1997-12-01,"SUV",7305
1998-01-01,"SUV",6516
1998-02-01,"SUV",6780
1998-03-01,"SUV",8432
1998-04-01,"SUV",7607
1998-05-01,"SUV",8193
1998-06-01,"SUV",10907
1998-07-01,"SUV",7348
1998-08-01,"SUV",7374
1998-09-01,"SUV",7937
1998-10-01,"SUV",7463
1998-11-01,"SUV",9053
1998-12-01,"SUV",8941
1999-01-01,"SUV",5834
1999-02-01,"SUV",7487
1999-03-01,"SUV",10516
1999-04-01,"SUV",7931
1999-05-01,"SUV",9114
1999-06-01,"SUV",12785
1999-07-01,"SUV",8002
1999-08-01,"SUV",8199
1999-09-01,"SUV",7838
1999-10-01,"SUV",7955
1999-11-01,"SUV",9093
1999-12-01,"SUV",9301
2000-01-01,"SUV",6647
2000-02-01,"SUV",8597
2000-03-01,"SUV",9054
2000-04-01,"SUV",7098
2000-05-01,"SUV",8476
2000-06-01,"SUV",7328
2000-07-01,"SUV",10574
2000-08-01,"SUV",11417
2000-09-01,"SUV",7874
2000-10-01,"SUV",8204
2000-11-01,"SUV",9857
2000-12-01,"SUV",10384
2001-01-01,"SUV",7600
2001-02-01,"SUV",8742
2001-03-01,"SUV",10906
2001-04-01,"SUV",8901
2001-05-01,"SUV",10041
2001-06-01,"SUV",10290
2001-07-01,"SUV",9411
2001-08-01,"SUV",10056
2001-09-01,"SUV",8823
2001-10-01,"SUV",10380
2001-11-01,"SUV",11228
2001-12-01,"SUV",9858
2002-01-01,"SUV",10184
2002-02-01,"SUV",10982
2002-03-01,"SUV",11491
2002-04-01,"SUV",10660
2002-05-01,"SUV",12685
2002-06-01,"SUV",13304
2002-07-01,"SUV",12287
2002-08-01,"SUV",11895
2002-09-01,"SUV",10884
2002-10-01,"SUV",11707
2002-11-01,"SUV",11134
2002-12-01,"SUV",10851
2003-01-01,"SUV",10840
2003-02-01,"SUV",10923
2003-03-01,"SUV",12456
2003-04-01,"SUV",11843
2003-05-01,"SUV",13546
2003-06-01,"SUV",15601
2003-07-01,"SUV",13102
2003-08-01,"SUV",12181
2003-09-01,"SUV",11590
2003-10-01,"SUV",12318
2003-11-01,"SUV",12892
2003-12-01,"SUV",13296
2004-01-01,"SUV",12291
2004-02-01,"SUV",12865
2004-03-01,"SUV",15005
2004-04-01,"SUV",12351
2004-05-01,"SUV",15052
2004-06-01,"SUV",17981
2004-07-01,"SUV",14442
2004-08-01,"SUV",14910
2004-09-01,"SUV",14715
2004-10-01,"SUV",13907
2004-11-01,"SUV",15257
2004-12-01,"SUV",14311
2005-01-01,"SUV",13877
2005-02-01,"SUV",15526
2005-03-01,"SUV",17454
2005-04-01,"SUV",13812
2005-05-01,"SUV",15430
2005-06-01,"SUV",18317
2005-07-01,"SUV",13822
2005-08-01,"SUV",15173
2005-09-01,"SUV",15080
2005-10-01,"SUV",12503
2005-11-01,"SUV",14252
2005-12-01,"SUV",15046
2006-01-01,"SUV",13251
2006-02-01,"SUV",13506
2006-03-01,"SUV",15896
2006-04-01,"SUV",11901
2006-05-01,"SUV",14816
2006-06-01,"SUV",18079
2006-07-01,"SUV",13279
2006-08-01,"SUV",13539
2006-09-01,"SUV",13208
2006-10-01,"SUV",13921
2006-11-01,"SUV",15193
2006-12-01,"SUV",14258
2007-01-01,"SUV",14303
2007-02-01,"SUV",14912
2007-03-01,"SUV",17589
2007-04-01,"SUV",14274
2007-05-01,"SUV",16912
2007-06-01,"SUV",18966
2007-07-01,"SUV",15396
2007-08-01,"SUV",17440
2007-09-01,"SUV",15874
2007-10-01,"SUV",17748
2007-11-01,"SUV",17702
2007-12-01,"SUV",17114
2008-01-01,"SUV",17646
2008-02-01,"SUV",18277
2008-03-01,"SUV",18425
2008-04-01,"SUV",16654
2008-05-01,"SUV",17279
2008-06-01,"SUV",21388
2008-07-01,"SUV",14842
2008-08-01,"SUV",14233
2008-09-01,"SUV",14200
2008-10-01,"SUV",14357
2008-11-01,"SUV",12736
2008-12-01,"SUV",14422
2009-01-01,"SUV",13435
2009-02-01,"SUV",13699
2009-03-01,"SUV",15022
2009-04-01,"SUV",13092
2009-05-01,"SUV",15562
2009-06-01,"SUV",20459
2009-07-01,"SUV",14752
2009-08-01,"SUV",13972
2009-09-01,"SUV",14443
2009-10-01,"SUV",15741
2009-11-01,"SUV",18360
2009-12-01,"SUV",19616
2010-01-01,"SUV",16900
2010-02-01,"SUV",18073
2010-03-01,"SUV",21643
2010-04-01,"SUV",18067
2010-05-01,"SUV",20065
2010-06-01,"SUV",24597
2010-07-01,"SUV",19032
2010-08-01,"SUV",18515
2010-09-01,"SUV",19684
2010-10-01,"SUV",19348
2010-11-01,"SUV",20806
2010-12-01,"SUV",18555
2011-01-01,"SUV",17032
2011-02-01,"SUV",18916
2011-03-01,"SUV",23066
2011-04-01,"SUV",17054
2011-05-01,"SUV",17121
2011-06-01,"SUV",21518
2011-07-01,"SUV",19383
2011-08-01,"SUV",22111
2011-09-01,"SUV",20778
2011-10-01,"SUV",20400
2011-11-01,"SUV",24182
2011-12-01,"SUV",22367
2012-01-01,"SUV",22123
2012-02-01,"SUV",23448
2012-03-01,"SUV",27363
2012-04-01,"SUV",21841
2012-05-01,"SUV",26863
2012-06-01,"SUV",31617
2012-07-01,"SUV",23845
2012-08-01,"SUV",26216
2012-09-01,"SUV",25079
2012-10-01,"SUV",25737
2012-11-01,"SUV",26145
2012-12-01,"SUV",25548
2013-01-01,"SUV",26623
2013-02-01,"SUV",26834
2013-03-01,"SUV",29148
2013-04-01,"SUV",24384
2013-05-01,"SUV",29152
2013-06-01,"SUV",34398
2013-07-01,"SUV",25568
2013-08-01,"SUV",27515
2013-09-01,"SUV",26199
2013-10-01,"SUV",26258
2013-11-01,"SUV",28889
2013-12-01,"SUV",28543
2014-01-01,"SUV",25868
2014-02-01,"SUV",25867
2014-03-01,"SUV",30778
2014-04-01,"SUV",25350
2014-05-01,"SUV",30730
2014-06-01,"SUV",36846
2014-07-01,"SUV",28805
2014-08-01,"SUV",27543
2014-09-01,"SUV",30027
2014-10-01,"SUV",28835
2014-11-01,"SUV",31032
2014-12-01,"SUV",30666
2015-01-01,"SUV",27679
2015-02-01,"SUV",32039
2015-03-01,"SUV",35503
2015-04-01,"SUV",29664
2015-05-01,"SUV",32530
2015-06-01,"SUV",42256
2015-07-01,"SUV",32679
2015-08-01,"SUV",32900
2015-09-01,"SUV",36968
2015-10-01,"SUV",34744
2015-11-01,"SUV",36070
2015-12-01,"SUV",35439
2016-01-01,"SUV",33073
2016-02-01,"SUV",36865
2016-03-01,"SUV",38437
2016-04-01,"SUV",31783
2016-05-01,"SUV",36230
2016-06-01,"SUV",46011
2016-07-01,"SUV",33817
2016-08-01,"SUV",36396
2016-09-01,"SUV",39497
2016-10-01,"SUV",36442
2016-11-01,"SUV",37536
2016-12-01,"SUV",34936
2017-01-01,"SUV",34127
2017-02-01,"SUV",35497
2017-03-01,"SUV",41484
2017-04-01,"SUV",31368
2017-05-01,"SUV",39629
2017-06-01,"SUV",51393
2017-07-01,"SUV",36979
2017-08-01,"SUV",38118
2017-09-01,"SUV",39003
2017-10-01,"SUV",36871
2017-11-01,"SUV",40748
2017-12-01,"SUV",40429
