"fecha","Country","Purpose","Count"
2005-02-01,"China (excl SARs and Taiwan province)","Holiday",3078
2005-03-01,"China (excl SARs and Taiwan province)","Holiday",7240
2005-04-01,"China (excl SARs and Taiwan province)","Holiday",7402
2005-05-01,"China (excl SARs and Taiwan province)","Holiday",6029
2005-06-01,"China (excl SARs and Taiwan province)","Holiday",6416
2005-07-01,"China (excl SARs and Taiwan province)","Holiday",4875
2005-08-01,"China (excl SARs and Taiwan province)","Holiday",5001
2005-09-01,"China (excl SARs and Taiwan province)","Holiday",12128
2005-10-01,"China (excl SARs and Taiwan province)","Holiday",8979
2005-11-01,"China (excl SARs and Taiwan province)","Holiday",5704
2005-12-01,"China (excl SARs and Taiwan province)","Holiday",6824
2006-01-01,"China (excl SARs and Taiwan province)","Holiday",5008
2006-02-01,"China (excl SARs and Taiwan province)","Holiday",2922
2006-03-01,"China (excl SARs and Taiwan province)","Holiday",5156
2006-04-01,"China (excl SARs and Taiwan province)","Holiday",8037
2006-05-01,"China (excl SARs and Taiwan province)","Holiday",6473
2006-06-01,"China (excl SARs and Taiwan province)","Holiday",6562
